day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,106,150,17,68,1,6,15,40,0,3,4,41,0,8,5,48,0,0,17,68,1,6,15,40,0,3,-1333,0.0,26,3,0,29,0,0,0
1,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,37,10,0,5,0,1,0,4,0,0,1,18,3,4,5,5,0,1,8,22,0,1,12,37,0,0,-394,0.0,7,4,0,11,0,0,0
2,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,65,91,18,36,2,5,5,25,0,0,3,27,2,6,3,18,0,6,20,44,2,5,12,58,0,0,-783,0.0,15,3,0,18,0,0,0
3,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,62,4,0,3,0,0,0,1,0,0,4,22,3,3,3,21,2,4,16,12,0,0,10,57,0,0,-1655,0.0,32,5,0,37,0,0,0
4,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,57,84,6,26,3,2,8,36,1,2,0,25,0,6,6,20,0,0,17,26,3,2,12,86,1,2,-1647,0.0,14,3,914,17,0,0,0
5,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,25,0,0,0,0,0,0,0,0,0,0,10,0,2,0,13,0,0,12,11,0,0,6,66,0,0,-470,0.0,8,0,70,8,0,0,0
6,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,25,72,12,25,0,6,7,21,0,1,2,11,0,4,0,8,0,0,23,25,0,6,12,83,0,1,-839,0.0,3,0,689,3,0,0,0
7,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,39,0,0,0,0,0,0,0,0,0,0,13,1,5,2,18,0,0,18,13,0,5,9,58,0,1,-971,0.0,18,4,27,22,0,0,0
8,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,55,67,6,27,1,6,5,20,0,2,4,23,0,8,4,16,0,0,21,27,1,9,13,77,0,2,-2374,0.0,10,8,1786,18,0,0,0
9,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.690625,0.001,0.98,50,39,32,6,11,1,2,3,9,0,0,3,12,0,3,3,13,0,5,22,17,1,4,13,50,0,2,-472,0.0,9,2,0,11,0,0,0
