day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,1.0,0.001,0.5,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,54,2,5,13,44,0,1,0,0,0,0,0,0,0,0
1,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.995,0.001,0.5,50,22,2,0,1,1,0,0,0,0,0,0,12,0,4,3,3,0,0,31,55,2,5,12,44,0,1,-11,0,1,0,1,0,0,0
2,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.990025,0.001,0.5,50,67,16,1,6,0,0,0,9,0,0,10,19,1,14,6,15,0,2,28,60,2,3,7,48,0,0,-251,4,1,0,5,0,0,0
3,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.985074875,0.001,0.5,50,72,17,4,5,0,3,0,5,0,0,1,22,1,8,3,37,0,0,23,61,0,3,0,47,0,0,-2182,36,2,0,38,0,0,0
4,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.001,0.5,50,64,28,2,11,0,1,3,11,0,0,3,16,0,7,6,28,2,2,18,64,0,1,3,50,0,0,-2760,46,0,0,46,0,0,0
5,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.001,0.5,50,143,20,5,9,1,4,0,1,0,0,3,47,0,19,22,51,0,1,14,64,1,4,0,43,0,0,-2051,34,1,0,35,0,0,0
6,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.001,0.5,50,155,69,10,30,3,1,6,19,0,0,6,52,0,20,13,59,0,5,10,80,3,1,6,40,0,0,-5313,88,3,0,91,0,0,0
7,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.001,0.5,50,90,23,7,8,0,1,0,7,0,0,2,30,2,3,15,35,1,2,7,67,0,1,0,26,0,0,-5591,93,1,0,94,0,0,0
8,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.960693043575437,0.001,0.5,50,51,57,10,23,0,3,5,16,0,0,7,8,0,5,7,18,0,6,10,83,0,3,5,34,0,0,-4075,67,5,0,72,0,0,0
9,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.001,0.5,50,73,0,0,0,0,0,0,0,0,0,3,33,0,11,2,17,4,3,5,79,0,0,0,26,0,0,-1582,26,2,0,28,0,0,0
10,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9511101304657719,0.001,0.5,50,62,61,9,18,4,5,4,21,0,0,2,12,3,7,6,28,2,2,9,94,4,5,4,34,0,0,-3131,52,1,0,53,0,0,0
11,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.946354579813443,0.001,0.5,50,73,0,0,0,0,0,0,0,0,0,7,38,2,6,3,13,0,4,5,87,0,0,0,22,0,0,-1593,26,3,0,29,0,0,0
12,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9416228069143757,0.001,0.5,50,53,53,14,19,1,3,1,14,1,0,1,19,0,4,3,25,0,1,14,101,1,3,1,29,1,0,-3360,56,0,0,56,0,0,0
13,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9369146928798039,0.001,0.5,50,92,0,0,0,0,0,0,0,0,0,5,24,4,7,10,37,2,3,5,98,0,0,0,24,0,0,-1833,30,3,0,33,0,0,0
14,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9322301194154049,0.001,0.5,50,77,52,7,19,1,6,6,12,0,1,2,26,0,6,4,36,1,2,7,101,1,6,6,28,0,1,-3846,63,6,0,69,0,0,0
15,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,730,70,0,0.995,0.01,0.9275689688183278,0.001,0.5,50,75,9,3,1,0,0,2,3,0,0,13,25,2,5,5,20,0,5,3,93,0,0,2,21,0,0,-2231,37,1,0,38,0,0,0
