day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,34,150,27,48,6,1,16,49,1,2,5,7,0,8,2,12,0,0,27,48,6,1,16,49,1,2,-44,0.0,0,4,0,4,0,0,0
1,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,73,0,0,0,0,0,0,0,0,0,7,28,2,8,0,24,0,4,27,48,5,0,16,18,1,1,-2661,0.0,53,1,0,54,0,0,0
2,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,149,54,9,24,0,3,1,16,1,0,18,49,0,14,14,46,0,8,36,72,4,3,17,16,2,0,-6072,0.0,121,2,0,123,0,0,0
3,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,71,0,0,0,0,0,0,0,0,0,6,22,4,6,5,27,0,1,33,69,2,2,15,0,1,0,-3450,0.0,69,0,0,69,0,0,0
4,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,24,30,4,10,1,3,4,8,0,0,0,10,0,3,0,11,0,0,37,79,1,5,19,8,1,0,-2753,0.0,15,1,1992,16,0,0,0
5,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,13,70,15,31,0,3,1,20,0,0,0,2,0,5,0,6,0,0,28,65,1,7,6,20,1,0,0,0.0,0,0,0,0,0,0,0
6,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,28,0,0,0,0,0,0,0,0,0,1,16,1,2,5,3,0,0,28,65,1,7,6,7,1,0,-1876,0.0,18,1,965,19,0,0,0
7,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,63,78,13,26,2,3,7,27,0,0,4,27,0,8,6,18,0,0,32,67,3,9,12,27,0,0,-1700,0.0,34,0,0,34,0,0,0
8,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,60,0,0,0,0,0,0,0,0,0,2,16,1,3,4,33,0,1,32,66,2,9,12,0,0,0,-3620,0.0,52,1,1009,53,0,0,0
9,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,86,51,8,18,0,2,2,21,0,0,11,39,0,2,7,22,2,3,36,75,0,8,10,21,0,0,-7361,0.0,63,0,4211,63,0,0,0
10,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,76,41,6,14,1,4,3,11,2,0,0,38,2,2,11,23,0,0,27,58,1,9,12,11,2,0,-2861,0.0,57,1,0,58,0,0,0
11,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,74,21,6,5,0,0,0,10,0,0,3,27,0,5,10,25,2,2,31,60,1,9,11,10,0,0,-5635,0.0,56,0,2835,56,0,0,0
12,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,43,70,6,20,0,5,4,31,0,4,3,16,0,1,0,20,3,0,26,57,1,11,9,31,0,4,-511,0.0,10,1,0,11,0,0,0
13,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,18,5,1,0,0,1,1,2,0,0,0,9,0,0,0,9,0,0,27,56,1,12,9,2,0,4,-1239,0.0,15,0,489,15,0,0,0
14,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,55,66,7,29,1,1,5,21,1,1,3,26,2,5,3,16,0,0,26,68,2,11,13,21,1,5,-2920,0.0,29,1,1459,30,0,0,0
