day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,39,0,0,0,0,0,0,0,0,0,5,14,0,2,5,12,0,1,20,55,2,5,10,48,2,0,-3561,0,71,1,0,72,0,0,0
1,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,74,12,2,5,0,0,1,4,0,0,1,26,1,3,5,35,0,3,22,60,1,3,11,52,1,0,-1761,0,35,1,0,36,0,0,0
2,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,31,0,0,0,0,0,0,0,0,0,0,16,0,2,0,13,0,0,21,60,0,3,8,52,1,0,-3450,0,69,0,0,69,0,0,0
3,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,43,10,1,4,0,1,0,3,0,1,7,11,0,2,2,19,0,2,22,64,0,3,6,54,0,1,-1300,0,26,0,0,26,0,0,0
4,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,40,120,16,48,1,10,9,31,2,3,5,6,0,4,4,13,2,6,19,57,1,11,10,38,2,3,-7496,0,40,1,5485,41,0,0,0
5,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,35,0,0,0,0,0,0,0,0,0,6,15,0,3,1,8,2,0,18,57,1,11,9,36,2,0,-1661,0,33,1,0,34,0,0,0
6,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,51,25,6,12,0,0,3,4,0,0,3,17,0,4,1,26,0,0,23,64,1,10,12,38,2,0,-1900,0,33,0,250,33,0,0,0
7,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,68,0,0,0,0,0,0,0,0,0,6,18,2,8,7,20,0,7,23,64,0,10,11,37,1,0,-2361,0,47,1,0,48,0,0,0
8,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,45,15,1,7,0,0,0,7,0,0,0,11,4,3,7,19,0,1,23,67,0,8,9,42,1,0,-3609,0,63,1,448,64,0,0,0
9,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.1,0.001,0.5,50,44,95,18,30,0,7,9,30,0,1,1,17,2,0,3,19,0,2,25,49,0,7,12,41,0,1,-7063,0,43,0,4913,43,0,0,0
