day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,71,150,31,51,2,7,11,43,0,5,3,34,0,7,3,22,0,2,31,51,2,7,11,43,0,5,-822,0.0,16,2,0,18,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,44,0,0,0,0,0,0,0,0,0,1,25,0,1,4,11,0,2,0,45,0,6,6,37,0,1,-1650,0.0,33,0,0,33,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,113,66,11,30,0,3,2,20,0,0,10,44,0,13,6,31,3,6,11,72,0,7,6,54,0,0,-3872,0.0,77,2,0,79,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,99,0,0,0,0,0,0,0,0,0,5,45,0,2,4,37,2,4,0,67,0,1,0,46,0,0,-4311,0.0,86,1,0,87,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,56,49,6,20,1,5,2,15,0,0,2,16,0,3,4,27,2,2,6,81,1,5,2,55,0,0,-3803,0.0,28,3,2370,31,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,25,30,4,10,0,1,3,12,0,0,1,16,0,0,0,4,0,4,4,60,0,1,3,47,0,0,-800,0.0,16,0,0,16,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,22,22,2,11,0,2,1,2,1,3,0,9,0,2,4,7,0,0,2,70,0,2,1,49,1,3,-1542,0.0,10,4,998,14,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,53,61,12,16,2,2,3,25,0,1,0,14,2,6,2,27,0,2,12,57,2,2,3,54,1,3,-1194,0.0,23,4,0,27,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,66,4,0,2,0,0,0,2,0,0,1,31,0,8,4,19,0,3,0,56,0,0,0,51,0,1,-4580,0.0,59,0,1630,59,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,78,66,10,23,0,0,6,27,0,0,7,26,1,8,2,30,2,2,10,62,0,0,6,68,0,0,-3928,0.0,53,1,1267,54,0,0,0
10,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,75,0,0,0,0,0,0,0,0,0,2,17,2,19,8,25,0,2,0,52,0,0,0,56,0,0,-3636,0.0,63,0,486,63,0,0,0
11,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,57,56,9,23,1,2,3,17,1,0,2,15,2,6,9,19,0,4,9,64,1,2,3,70,1,0,-3801,0.0,34,4,2057,38,0,0,0
12,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,34,16,4,7,0,3,1,1,0,0,0,13,0,4,6,5,4,2,4,55,0,3,1,47,0,0,-1239,0.0,23,1,78,24,0,0,0
13,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,23,42,9,9,2,4,2,15,0,1,2,5,4,4,1,7,0,0,9,60,2,6,2,60,0,1,-1271,0.0,4,4,1027,8,0,0,0
14,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,62,44,6,20,1,2,2,11,0,2,5,25,1,12,2,15,0,2,6,59,1,6,3,44,0,2,-2000,0.0,40,0,0,40,0,0,0
15,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,69,17,4,6,0,1,1,5,0,0,7,30,0,0,3,25,2,2,4,62,0,2,3,45,0,0,-4336,0.0,49,1,1875,50,0,0,0
16,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,76,65,10,17,0,3,5,26,2,2,2,30,1,4,13,21,0,5,10,59,0,3,5,58,2,2,-2311,0.0,40,2,289,42,0,0,0
17,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,94,3,1,2,0,0,0,0,0,0,4,30,1,9,12,38,0,0,1,53,0,0,1,51,0,0,-5050,0.0,81,2,978,83,0,0,0
18,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.6,0.001,0.99,50,55,61,16,16,1,4,1,22,0,1,3,13,0,10,5,24,0,0,16,61,1,4,1,64,0,1,-2538,0.0,22,1,1427,23,0,0,0
