day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,117,150,27,58,6,3,12,41,0,3,9,51,1,7,7,36,0,6,27,58,6,3,12,41,0,3,-3622,0.0,72,2,0,74,0,0,0
1,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,98,0,0,0,0,0,0,0,0,0,5,35,2,4,11,36,0,5,20,53,0,0,4,28,0,0,-3533,0.0,70,3,0,73,0,0,0
2,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,171,73,13,29,1,1,5,23,0,1,13,56,4,7,21,63,2,5,25,73,1,1,5,44,0,1,-6483,0.0,129,3,0,132,0,0,0
3,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,101,0,0,0,0,0,0,0,0,0,5,39,4,5,8,36,2,2,15,64,0,0,0,29,0,0,-4472,0.0,89,2,0,91,0,0,0
4,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,58,54,5,24,0,6,1,16,0,2,0,34,0,1,4,19,0,0,19,83,0,6,1,39,0,2,-3376,0.0,36,2,1554,38,0,0,0
5,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,17,0,0,0,0,0,0,0,0,0,3,3,0,6,2,3,0,0,15,53,0,2,0,35,0,0,-600,0.0,12,0,0,12,0,0,0
6,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,22,50,7,15,3,5,7,13,0,0,0,8,0,1,2,9,2,0,20,68,3,7,7,45,0,0,-1690,0.0,11,2,1118,13,0,0,0
7,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,41,15,1,6,0,2,2,3,0,1,0,21,0,4,1,12,0,3,13,45,1,6,7,32,0,1,-1450,0.0,29,0,0,29,0,0,0
8,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,51,43,10,15,1,2,3,12,0,0,6,24,0,2,3,12,1,3,19,59,1,7,10,40,0,0,-3272,0.0,32,0,1672,32,0,0,0
9,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,46,19,3,6,0,2,2,4,0,2,2,19,0,4,4,15,0,2,18,42,0,5,9,32,0,2,-1133,0.0,22,3,0,25,0,0,0
