day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,57,150,21,49,2,14,10,51,1,2,8,19,0,1,2,24,0,3,21,49,2,14,10,51,1,2,-2500,0.0,50,0,0,50,0,0,0
1,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,34,0,0,0,0,0,0,0,0,0,0,9,0,0,9,16,0,0,18,48,1,14,10,50,0,2,-1522,0.0,30,2,0,32,0,0,0
2,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,126,11,2,5,0,0,0,4,0,0,12,33,0,13,4,59,0,5,19,52,1,14,10,53,0,1,-5361,0.0,107,1,0,108,0,0,0
3,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,82,8,3,0,0,0,1,4,0,0,4,33,0,6,4,33,0,2,18,48,0,13,7,53,0,0,-3522,0.0,70,2,0,72,0,0,0
4,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,65,15,7,1,1,0,0,5,0,1,5,22,0,1,6,29,0,2,24,48,1,11,1,56,0,1,-9890,0.0,60,1,6879,61,0,0,0
5,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,27,101,10,36,2,7,6,39,1,0,3,3,0,2,6,13,0,0,22,42,3,7,7,52,1,1,-994,0.0,19,4,0,23,0,0,0
6,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,35,0,0,0,0,0,0,0,0,0,6,10,0,4,2,13,0,0,22,41,1,5,7,50,0,1,-1755,0.0,30,1,244,31,0,0,0
7,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,63,34,3,15,0,3,2,10,1,0,5,24,1,3,3,23,0,4,23,52,1,7,7,58,1,1,-3058,0.0,54,1,347,55,0,0,0
8,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,75,0,0,0,0,0,0,0,0,0,1,24,4,4,9,31,0,2,20,52,0,5,7,54,0,0,-4346,0.0,69,1,885,70,0,0,0
9,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,87,28,6,7,1,0,5,9,0,0,4,35,1,4,6,33,0,4,19,57,1,5,10,58,0,0,-10930,0.0,72,3,7297,75,0,0,0
10,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,104,65,12,22,1,4,7,18,0,1,12,45,2,10,6,27,0,2,21,44,1,5,14,37,0,1,-4450,0.0,89,0,0,89,0,0,0
11,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,65,0,0,0,0,0,0,0,0,0,6,23,2,7,2,21,0,4,20,40,0,3,12,33,0,0,-4033,0.0,59,1,1072,60,0,0,0
12,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,37,63,9,23,0,9,6,16,0,0,2,13,0,4,1,12,0,5,27,52,0,10,18,43,0,0,-1650,0.0,33,0,0,33,0,0,0
13,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,26,0,0,0,0,0,0,0,0,0,0,17,0,1,0,8,0,0,27,51,0,10,17,41,0,0,-1605,0.0,21,1,544,22,0,0,0
14,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,69,28,3,10,0,0,2,12,0,1,6,15,0,3,10,35,0,0,24,55,0,9,15,46,0,1,-7067,0.0,63,1,3906,64,0,0,0
15,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,43,33,3,12,0,3,2,11,0,2,1,23,1,3,1,14,0,0,15,45,0,12,10,39,0,2,-1900,0.0,38,0,0,38,0,0,0
16,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,48,0,0,0,0,0,0,0,0,0,4,20,2,6,1,12,0,3,14,45,0,10,9,38,0,2,-4585,0.0,38,0,2685,38,0,0,0
17,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,35,92,14,34,2,7,5,30,0,0,2,12,0,7,5,9,0,0,20,56,2,10,9,53,0,0,-1650,0.0,33,0,0,33,0,0,0
18,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,41,0,0,0,0,0,0,0,0,0,2,14,0,5,4,16,0,0,20,55,1,10,9,53,0,0,-2687,0.0,35,1,926,36,0,0,0
19,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,17,28,6,11,0,1,1,9,0,0,1,4,0,3,2,5,0,2,23,57,1,11,8,50,0,0,-1160,0.0,13,2,488,15,0,0,0
20,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,36,4,0,3,0,0,0,0,1,0,2,14,0,4,0,16,0,0,20,48,0,8,6,39,1,0,-1550,0.0,31,0,0,31,0,0,0
21,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,23,30,2,9,1,5,2,10,0,1,0,9,0,1,0,13,0,0,21,57,1,13,8,46,0,1,-3016,0.0,21,0,1966,21,0,0,0
22,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,88,61,16,24,0,4,2,15,0,0,1,26,0,14,9,34,0,4,24,47,1,10,5,34,0,0,-3661,0.0,73,1,0,74,0,0,0
23,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,115,0,0,0,0,0,0,0,0,0,9,37,0,8,12,41,3,5,20,46,0,6,2,32,0,0,-6488,0.0,98,2,1566,100,0,0,0
24,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,110,71,9,20,2,4,4,32,0,0,13,53,2,9,2,27,1,3,24,56,2,5,6,57,0,0,-4520,0.0,88,3,87,91,0,0,0
25,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,45,0,0,0,0,0,0,0,0,0,5,23,0,2,2,11,2,0,20,52,0,2,3,51,0,0,-2417,0.0,38,0,517,38,0,0,0
26,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,21,38,2,17,0,1,3,14,0,1,3,8,0,2,3,5,0,0,20,61,0,1,6,61,0,1,-1713,0.0,15,1,952,16,0,0,0
27,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,16,12,2,8,0,1,0,1,0,0,0,4,0,0,0,10,0,2,13,45,0,1,6,47,0,1,-750,0.0,15,0,0,15,0,0,0
28,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,35,26,5,10,1,3,0,7,0,0,2,10,0,3,6,14,0,0,18,55,1,4,6,54,0,0,-3821,0.0,32,1,2210,33,0,0,0
29,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,48,52,11,19,0,4,5,11,1,1,3,21,0,0,3,18,0,3,20,54,0,8,8,33,1,1,-2083,0.0,41,3,0,44,0,0,0
30,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,37,0,0,0,0,0,0,0,0,0,2,6,0,5,2,21,0,1,17,53,0,7,8,33,0,0,-2641,0.0,30,2,1119,32,0,0,0
31,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,49,68,12,24,1,2,5,23,0,1,6,21,2,4,0,12,0,4,28,61,1,7,10,42,0,1,-2299,0.0,40,0,299,40,0,0,0
32,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,45,0,0,0,0,0,0,0,0,0,4,23,2,4,3,9,0,0,27,53,0,5,9,41,0,1,-2769,0.0,38,0,869,38,0,0,0
33,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,24,40,3,19,0,1,5,12,0,0,4,14,0,1,0,5,0,0,26,62,0,4,12,46,0,0,-2183,0.0,23,0,1033,23,0,0,0
34,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,16,4,0,1,0,0,1,2,0,0,0,8,0,0,2,4,0,2,15,44,0,3,11,37,0,0,-661,0.0,13,1,0,14,0,0,0
35,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,33,39,6,15,0,2,1,14,0,1,5,4,0,4,2,16,0,2,19,59,0,4,12,51,0,1,-3329,0.0,27,1,1968,28,0,0,0
36,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,49,28,3,11,1,3,2,8,0,0,2,17,2,4,6,16,0,2,12,46,1,6,9,36,0,1,-2122,0.0,42,2,0,44,0,0,0
37,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,53,20,3,9,0,1,2,5,0,0,2,21,0,1,5,22,0,2,15,54,0,3,10,41,0,1,-4155,0.0,46,1,1844,47,0,0,0
38,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,100,46,6,13,0,5,5,17,0,0,5,40,1,8,6,38,0,2,18,49,0,6,11,46,0,0,-4535,0.0,85,4,241,89,0,0,0
39,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,76,0,0,0,0,0,0,0,0,0,1,32,2,8,4,26,0,3,17,45,0,1,6,44,0,0,-5228,0.0,63,0,2078,63,0,0,0
40,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,29,71,12,27,0,7,8,16,1,0,3,11,6,3,0,3,0,3,24,60,0,7,12,46,1,0,-1849,0.0,24,1,638,25,0,0,0
