day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,41,150,24,50,2,12,16,44,0,2,8,14,0,2,2,14,1,0,24,50,2,12,16,44,0,2,-1500,0.0,30,0,0,30,0,0,0
1,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,41,0,0,0,0,0,0,0,0,0,2,6,0,6,9,18,0,0,21,48,0,12,16,42,0,0,-1900,0.0,38,0,0,38,0,0,0
2,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,70,14,1,2,2,2,1,6,0,0,3,25,1,4,6,28,1,2,21,50,2,14,15,48,0,0,-2950,0.0,59,0,0,59,0,0,0
3,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,61,0,0,0,0,0,0,0,0,0,6,21,0,6,2,24,0,2,20,47,0,12,12,48,0,0,-2800,0.0,56,0,0,56,0,0,0
4,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,40,16,5,2,0,1,2,5,0,1,6,11,0,0,2,18,0,3,25,47,0,12,13,52,0,1,-6654,0.0,36,1,4843,37,0,0,0
5,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,22,108,13,46,4,5,10,30,0,0,1,9,0,3,1,8,0,0,19,50,4,8,13,41,0,0,-700,0.0,14,0,0,14,0,0,0
6,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,22,0,0,0,0,0,0,0,0,0,1,7,0,2,4,7,0,1,16,49,0,8,13,41,0,0,-1217,0.0,20,0,217,20,0,0,0
7,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,59,34,5,16,1,1,2,7,0,2,4,17,3,0,2,30,0,3,20,64,1,7,14,42,0,2,-2433,0.0,48,3,0,51,0,0,0
8,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,86,0,0,0,0,0,0,0,0,0,3,37,2,0,9,35,0,0,18,64,0,4,11,41,0,1,-4201,0.0,76,3,368,79,0,0,0
9,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,65,24,4,10,0,2,0,7,0,1,4,31,0,2,5,21,0,2,21,70,0,5,9,44,0,1,-8479,0.0,53,0,5829,53,0,0,0
