day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,1.0,0.01,0.5,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,53,5,6,9,47,0,4,-60,1,0,0,1,0,0,0
1,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.995,0.01,0.5,50,6,3,0,2,0,0,0,1,0,0,0,1,0,0,2,3,0,0,24,54,5,6,9,48,0,4,-11,0,1,0,1,0,0,0
2,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.990025,0.01,0.5,50,59,3,1,2,0,0,0,0,0,0,3,22,2,7,4,17,0,4,24,54,5,5,9,46,0,4,-33,0,3,0,3,0,0,0
3,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.985074875,0.01,0.5,50,87,41,6,12,2,2,4,14,0,1,9,34,0,4,10,30,0,0,23,57,2,2,7,54,0,2,-1157,18,7,0,25,0,0,0
4,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.01,0.5,50,80,19,5,6,0,3,1,4,0,0,10,25,4,9,2,25,0,5,15,53,0,3,1,46,0,0,-2362,39,2,0,41,0,0,0
5,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.01,0.5,50,112,70,7,23,1,6,3,28,0,2,7,47,6,8,10,31,0,3,7,59,1,6,3,62,0,2,-1942,32,2,0,34,0,0,0
6,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.01,0.5,50,97,13,5,7,0,0,0,1,0,0,6,33,2,10,2,40,0,4,5,51,0,0,0,43,0,0,-3524,58,4,0,62,0,0,0
7,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.01,0.5,50,64,68,6,24,0,4,7,26,0,1,3,23,0,2,5,26,0,5,6,67,0,4,7,57,0,1,-4331,72,1,0,73,0,0,0
8,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.960693043575437,0.01,0.5,50,57,0,0,0,0,0,0,0,0,0,2,22,0,4,2,25,2,0,0,60,0,0,0,54,0,0,-2171,36,1,0,37,0,0,0
9,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.01,0.5,50,55,48,11,14,1,1,5,16,0,0,0,21,0,5,7,21,0,1,11,65,1,1,5,67,0,0,-2711,45,1,0,46,0,0,0
