day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,1.0,0.01,0.5,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,52,3,7,6,50,0,1,0,0,0,0,0,0,0,0
1,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.995,0.01,0.5,50,13,1,1,0,0,0,0,0,0,0,2,6,0,0,0,5,0,0,32,52,3,7,5,50,0,1,-60,1,0,0,1,0,0,0
2,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.990025,0.01,0.5,50,50,11,2,2,0,1,1,5,0,0,1,18,1,8,2,18,0,2,34,53,2,6,3,51,0,0,-71,1,1,0,2,0,0,0
3,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.985074875,0.01,0.5,50,39,30,5,12,2,2,0,9,0,0,1,13,0,4,2,19,0,0,29,53,2,2,0,55,0,0,-764,12,4,0,16,0,0,0
4,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.01,0.5,50,27,0,0,0,0,0,0,0,0,0,6,13,0,5,0,3,0,0,23,50,0,0,0,52,0,0,-1380,23,0,0,23,0,0,0
5,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.01,0.5,50,88,34,6,14,0,1,0,10,1,2,5,35,0,6,8,34,0,0,26,61,0,1,0,59,1,2,-1080,18,0,0,18,0,0,0
6,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.01,0.5,50,88,20,3,5,1,3,1,7,0,0,6,24,0,7,14,32,0,5,13,50,1,3,1,52,0,0,-2313,38,3,0,41,0,0,0
7,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.01,0.5,50,70,51,10,14,1,5,7,13,1,0,5,24,4,6,2,27,2,0,12,53,1,5,7,57,1,0,-3235,53,5,0,58,0,0,0
8,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.960693043575437,0.01,0.5,50,57,22,3,6,0,3,2,7,1,0,6,18,0,3,0,28,0,2,10,49,0,3,2,51,1,0,-1735,28,5,0,33,0,0,0
9,True,reg_41,request_scratch,cau100_afr0_asi0_41,regional_41,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.01,0.5,50,58,41,8,19,0,2,3,8,1,0,0,26,0,3,2,22,1,4,13,66,0,2,3,49,1,0,-2040,34,0,0,34,0,0,0
