day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,1.0,0.0001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,22,57,3,11,8,47,0,2,0,0,0,0,0,0,0,0
1,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.995,0.0001,0.5,50,14,4,1,1,0,0,1,1,0,0,1,4,0,0,0,9,0,0,23,58,2,10,9,46,0,2,-33,0,3,0,3,0,0,0
2,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.990025,0.0001,0.5,50,44,8,2,1,0,1,0,4,0,0,3,18,0,5,2,14,0,2,22,58,2,10,8,45,0,1,-131,2,1,0,3,0,0,0
3,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.985074875,0.0001,0.5,50,26,23,3,10,0,0,4,6,0,0,0,11,0,6,0,7,0,2,19,61,0,6,8,48,0,0,-1053,17,3,0,20,0,0,0
4,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.0001,0.5,50,60,0,0,0,0,0,0,0,0,0,8,23,0,6,2,20,0,1,17,57,0,4,4,45,0,0,-671,11,1,0,12,0,0,0
5,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.0001,0.5,50,75,50,9,19,1,9,0,12,0,0,12,28,0,6,3,23,0,3,18,68,1,9,0,54,0,0,-2013,33,3,0,36,0,0,0
6,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.0001,0.5,50,73,0,0,0,0,0,0,0,0,0,1,28,2,6,3,33,0,0,13,60,0,0,0,45,0,0,-2613,43,3,0,46,0,0,0
7,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.0001,0.5,50,40,67,7,26,0,4,4,26,0,0,4,7,0,2,3,23,1,0,14,73,0,4,4,55,0,0,-2302,38,2,0,40,0,0,0
8,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.960693043575437,0.0001,0.5,50,64,0,0,0,0,0,0,0,0,0,6,22,2,6,6,18,0,4,13,69,0,0,0,50,0,0,-1353,22,3,0,25,0,0,0
9,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.0001,0.5,50,42,48,9,23,0,4,1,11,0,0,8,6,2,2,8,16,0,0,12,79,0,4,1,54,0,0,-2073,34,3,0,37,0,0,0
10,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9511101304657719,0.0001,0.5,50,78,0,0,0,0,0,0,0,0,0,4,23,0,3,5,41,1,1,6,73,0,0,0,53,0,0,-1484,24,4,0,28,0,0,0
11,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.946354579813443,0.0001,0.5,50,52,43,8,14,0,2,4,13,1,1,9,12,1,3,1,26,0,0,8,75,0,2,4,59,1,1,-3213,53,3,0,56,0,0,0
12,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9416228069143757,0.0001,0.5,50,65,0,0,0,0,0,0,0,0,0,3,26,1,7,4,24,0,0,4,68,0,0,0,55,0,0,-1751,29,1,0,30,0,0,0
13,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9369146928798039,0.0001,0.5,50,56,45,5,21,2,5,0,9,2,1,5,22,0,3,2,21,0,3,5,76,2,5,0,59,2,1,-2602,43,2,0,45,0,0,0
14,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9322301194154049,0.0001,0.5,50,72,1,1,0,0,0,0,0,0,0,2,26,0,8,4,23,4,5,1,68,0,0,0,51,0,0,-1522,25,2,0,27,0,0,0
15,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9275689688183278,0.0001,0.5,50,51,50,9,21,0,2,3,13,1,1,0,20,0,3,3,24,0,1,9,77,0,2,3,57,1,1,-3164,52,4,0,56,0,0,0
16,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9229311239742362,0.0001,0.5,50,51,0,0,0,0,0,0,0,0,0,3,19,2,3,5,15,1,3,3,73,0,0,0,47,0,0,-1440,24,0,0,24,0,0,0
17,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.918316468354365,0.0001,0.5,50,58,46,14,14,0,2,2,14,0,0,1,19,4,11,5,18,0,0,14,74,0,2,2,58,0,0,-1953,32,3,0,35,0,0,0
18,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9137248860125932,0.0001,0.5,50,59,0,0,0,0,0,0,0,0,0,6,32,5,0,2,12,0,2,6,72,0,0,0,54,0,0,-2400,40,0,0,40,0,0,0
19,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9091562615825302,0.0001,0.5,50,45,42,5,16,2,5,3,11,0,0,2,14,1,1,5,21,0,1,5,75,2,5,3,60,0,0,-2133,35,3,0,38,0,0,0
20,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9046104802746175,0.0001,0.5,50,58,0,0,0,0,0,0,0,0,0,7,24,2,4,3,14,0,4,1,70,0,0,0,51,0,0,-1086,17,6,0,23,0,0,0
21,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.9000874278732445,0.0001,0.5,50,63,44,4,18,1,1,2,18,0,0,2,23,0,3,7,19,4,5,4,77,1,1,2,65,0,0,-2520,42,0,0,42,0,0,0
22,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8955869907338783,0.0001,0.5,50,56,0,0,0,0,0,0,0,0,0,7,8,2,5,4,24,4,2,0,70,0,0,0,55,0,0,-2324,38,4,0,42,0,0,0
23,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8911090557802088,0.0001,0.5,50,55,45,1,20,0,2,4,17,1,0,1,17,2,6,6,21,0,2,1,79,0,2,4,63,1,0,-2204,36,4,0,40,0,0,0
24,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8866535105013078,0.0001,0.5,50,41,0,0,0,0,0,0,0,0,0,5,9,2,0,5,17,0,3,0,71,0,0,0,57,0,0,-2002,33,2,0,35,0,0,0
25,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8822202429488013,0.0001,0.5,50,63,38,2,15,2,4,3,10,0,2,5,27,3,7,0,20,0,1,2,74,2,4,3,63,0,2,-1555,25,5,0,30,0,0,0
26,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8778091417340573,0.0001,0.5,50,55,4,0,1,0,0,1,2,0,0,5,12,0,2,3,29,0,4,0,68,0,0,1,56,0,0,-2051,34,1,0,35,0,0,0
27,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8734200960253871,0.0001,0.5,50,58,44,11,10,0,2,4,17,0,0,8,16,1,8,5,20,0,0,11,61,0,2,4,69,0,0,-1991,33,1,0,34,0,0,0
28,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8690529955452602,0.0001,0.5,50,42,0,0,0,0,0,0,0,0,0,2,15,1,5,2,11,0,6,7,54,0,0,0,62,0,0,-2062,34,2,0,36,0,0,0
29,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8647077305675338,0.0001,0.5,50,55,43,3,17,0,3,4,15,0,1,6,13,0,2,3,27,0,4,8,62,0,3,4,72,0,1,-1571,26,1,0,27,0,0,0
30,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8603841919146962,0.0001,0.5,50,54,0,0,0,0,0,0,0,0,0,2,18,0,0,6,25,0,3,6,57,0,0,0,65,0,0,-2002,33,2,0,35,0,0,0
31,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8560822709551227,0.0001,0.5,50,41,49,4,21,0,6,4,13,0,1,3,10,0,3,2,23,0,0,4,64,0,6,4,71,0,1,-1653,27,3,0,30,0,0,0
32,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.851801859600347,0.0001,0.5,50,60,0,0,0,0,0,0,0,0,0,3,22,0,6,6,21,0,2,0,61,0,3,0,68,0,0,-1402,23,2,0,25,0,0,0
33,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8475428503023453,0.0001,0.5,50,68,45,10,11,1,3,4,13,1,2,6,37,3,0,4,17,0,1,10,53,1,4,4,75,1,2,-2024,33,4,0,37,0,0,0
34,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8433051360508336,0.0001,0.5,50,62,8,1,3,1,1,0,2,0,0,4,25,2,4,5,18,2,2,1,51,1,1,0,72,0,0,-2171,36,1,0,37,0,0,0
35,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8390886103705794,0.0001,0.5,50,66,41,4,15,1,2,2,16,0,1,7,27,0,7,3,22,0,0,4,52,1,2,2,83,0,1,-2455,40,5,0,45,0,0,0
36,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8348931673187264,0.0001,0.5,50,66,0,0,0,0,0,0,0,0,0,6,16,0,12,1,27,0,4,0,49,0,0,0,78,0,0,-2880,48,0,0,48,0,0,0
37,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8307187014821328,0.0001,0.5,50,67,47,5,18,0,4,2,18,0,0,9,17,0,7,3,31,0,0,5,48,0,4,2,91,0,0,-2531,42,1,0,43,0,0,0
38,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8265651079747222,0.0001,0.5,50,53,0,0,0,0,0,0,0,0,0,5,18,1,3,5,17,0,4,0,43,0,0,0,85,0,0,-2722,45,2,0,47,0,0,0
39,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8224322824348486,0.0001,0.5,50,76,44,8,22,0,0,1,11,0,2,6,21,1,7,5,36,0,0,8,51,0,0,1,88,0,2,-1882,31,2,0,33,0,0,0
40,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8183201210226743,0.0001,0.5,50,72,0,0,0,0,0,0,0,0,0,1,26,0,1,12,28,0,4,1,42,0,0,0,81,0,0,-3033,50,3,0,53,0,0,0
41,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8142285204175609,0.0001,0.5,50,66,52,5,23,3,5,3,12,0,1,4,28,1,7,6,20,0,0,5,44,3,5,3,89,0,1,-2782,46,2,0,48,0,0,0
42,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.810157377815473,0.0001,0.5,50,49,0,0,0,0,0,0,0,0,0,5,19,4,3,4,12,0,2,0,34,0,0,0,84,0,0,-2062,34,2,0,36,0,0,0
43,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8061065909263957,0.0001,0.5,50,82,60,7,19,1,9,2,22,0,0,2,27,3,13,1,32,0,4,7,32,1,9,2,99,0,0,-1271,21,1,0,22,0,0,0
44,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.8020760579717637,0.0001,0.5,50,66,0,0,0,0,0,0,0,0,0,9,15,0,11,3,24,0,4,2,22,0,3,0,90,0,0,-2995,49,5,0,54,0,0,0
45,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.798065677681905,0.0001,0.5,50,75,65,12,30,1,1,0,21,0,0,3,22,0,11,8,25,0,6,12,32,1,1,0,104,0,0,-2073,34,3,0,37,0,0,0
46,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7940753492934954,0.0001,0.5,50,44,0,0,0,0,0,0,0,0,0,4,17,0,3,4,16,0,0,7,26,0,0,0,97,0,0,-3300,55,0,0,55,0,0,0
47,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7901049725470279,0.0001,0.5,50,43,43,7,15,0,2,0,18,1,0,2,11,0,4,7,18,0,1,12,25,0,2,0,110,1,0,-1282,21,2,0,23,0,0,0
48,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7861544476842928,0.0001,0.5,50,35,0,0,0,0,0,0,0,0,0,0,4,0,8,7,13,0,3,6,23,0,0,0,106,0,0,-1713,28,3,0,31,0,0,0
49,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7822236754458713,0.0001,0.5,50,43,35,4,17,0,1,5,8,0,0,9,15,0,4,0,15,0,0,5,29,0,1,5,110,0,0,-944,15,4,0,19,0,0,0
50,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.778312557068642,0.0001,0.5,50,40,0,0,0,0,0,0,0,0,0,3,19,0,2,3,13,0,0,4,24,0,0,0,107,0,0,-1680,28,0,0,28,0,0,0
51,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7744209942832988,0.0001,0.5,50,80,34,6,10,1,3,2,10,0,2,5,21,4,5,4,39,0,2,6,21,1,3,2,115,0,2,-1282,21,2,0,23,0,0,0
52,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7705488893118823,0.0001,0.5,50,43,9,0,6,0,0,1,2,0,0,2,18,0,5,2,16,0,0,1,16,0,0,1,111,0,0,-3022,50,2,0,52,0,0,0
53,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7666961448653229,0.0001,0.5,50,68,36,5,15,0,3,3,9,0,1,4,22,2,1,4,31,0,4,5,17,0,3,3,117,0,1,-1451,24,1,0,25,0,0,0
54,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7628626641409962,0.0001,0.5,50,54,10,2,4,0,0,0,4,0,0,4,22,0,3,2,20,0,3,2,13,0,0,0,117,0,0,-2651,44,1,0,45,0,0,0
55,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7590483508202912,0.0001,0.5,50,61,33,2,23,0,0,1,6,0,1,8,11,0,5,0,32,0,5,2,23,0,0,1,119,0,1,-2100,35,0,0,35,0,0,0
56,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7552531090661897,0.0001,0.5,50,49,0,0,0,0,0,0,0,0,0,1,23,0,2,4,13,2,4,0,17,0,0,0,114,0,0,-2760,46,0,0,46,0,0,0
57,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7514768435208588,0.0001,0.5,50,48,41,8,12,2,2,1,16,0,0,1,23,0,1,6,10,0,7,8,12,2,2,1,125,0,0,-1653,27,3,0,30,0,0,0
58,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7477194593032545,0.0001,0.5,50,55,0,0,0,0,0,0,0,0,0,8,15,4,3,2,21,2,0,3,7,0,0,0,121,0,0,-1762,29,2,0,31,0,0,0
59,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7439808620067382,0.0001,0.5,50,41,36,6,15,1,1,4,9,0,0,0,19,2,1,2,15,0,2,6,15,1,1,4,123,0,0,-2291,38,1,0,39,0,0,0
60,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7402609576967045,0.0001,0.5,50,57,0,0,0,0,0,0,0,0,0,5,13,1,4,6,24,0,4,5,10,0,0,0,118,0,0,-1451,24,1,0,25,0,0,0
61,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.736559652908221,0.0001,0.5,50,45,36,1,17,1,1,4,12,0,0,4,7,1,3,5,25,0,0,2,17,1,1,4,125,0,0,-2313,38,3,0,41,0,0,0
62,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7328768546436799,0.0001,0.5,50,67,0,0,0,0,0,0,0,0,0,3,21,1,12,3,26,0,1,0,13,0,0,0,122,0,0,-1822,30,2,0,32,0,0,0
63,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7292124703704616,0.0001,0.5,50,69,33,5,12,0,1,3,12,0,0,2,21,0,5,3,32,0,6,5,12,0,1,3,129,0,0,-2951,49,1,0,50,0,0,0
64,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7255664080186093,0.0001,0.5,50,42,6,0,2,0,0,1,2,0,1,2,12,0,0,5,21,0,2,0,6,0,0,1,126,0,1,-2820,47,0,0,47,0,0,0
65,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7219385759785162,0.0001,0.5,50,44,24,3,7,0,2,0,12,0,0,1,15,0,5,7,16,0,0,3,7,0,2,0,136,0,0,-1931,32,1,0,33,0,0,0
66,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7183288830986236,0.0001,0.5,50,44,7,0,3,0,0,1,3,0,0,5,14,2,4,8,9,0,2,1,3,0,0,1,132,0,0,-1593,26,3,0,29,0,0,0
67,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7147372386831305,0.0001,0.5,50,41,18,4,5,0,1,1,7,0,0,4,14,2,1,6,11,0,3,4,5,0,1,1,136,0,0,-2182,36,2,0,38,0,0,0
68,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7111635524897149,0.0001,0.5,50,46,2,1,1,0,0,0,0,0,0,11,12,0,2,2,19,0,0,3,2,0,0,0,135,0,0,-1953,32,3,0,35,0,0,0
69,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7076077347272662,0.0001,0.5,50,58,24,3,9,0,1,1,10,0,0,7,17,0,2,3,29,0,0,3,9,0,1,1,136,0,0,-1931,32,1,0,33,0,0,0
70,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7040696960536299,0.0001,0.5,50,61,0,0,0,0,0,0,0,0,0,5,14,0,5,9,28,0,0,0,6,0,0,0,131,0,0,-2700,45,0,0,45,0,0,0
71,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.7005493475733617,0.0001,0.5,50,65,25,4,11,0,0,3,7,0,0,5,27,0,3,6,17,3,4,4,11,0,0,3,132,0,0,-2951,49,1,0,50,0,0,0
72,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.697046600835495,0.0001,0.5,50,58,4,1,1,0,0,0,2,0,0,7,23,0,1,6,18,0,3,1,8,0,0,0,127,0,0,-2842,47,2,0,49,0,0,0
73,True,reg_29,request_scratch,cau100_afr0_asi0_29,regional_29,50,150,730,70,0,0.995,0.01,0.6935613678313175,0.0001,0.5,50,37,23,2,11,1,0,2,6,1,0,4,11,6,1,0,15,0,0,2,11,1,0,2,131,1,0,-2820,47,0,0,47,0,0,0
