day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,34,150,27,48,6,1,16,49,1,2,5,7,0,8,2,12,0,0,27,48,6,1,16,49,1,2,-494,0.0,9,4,0,13,0,0,0
1,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,73,0,0,0,0,0,0,0,0,0,7,28,2,8,0,24,0,4,23,44,0,0,13,45,0,0,-2350,0.0,47,0,0,47,0,0,0
2,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,149,51,8,23,0,3,1,15,1,0,18,49,0,14,14,46,0,8,20,64,0,3,9,53,1,0,-4622,0.0,92,2,0,94,0,0,0
3,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,71,17,3,3,1,1,2,7,0,0,6,22,4,6,5,27,0,1,5,52,1,1,2,49,0,0,-2094,0.0,41,4,0,45,0,0,0
4,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,24,59,11,25,0,4,3,16,0,0,0,10,0,3,0,11,0,0,12,67,0,4,3,53,0,0,-1232,0.0,11,2,660,13,0,0,0
5,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,13,0,0,0,0,0,0,0,0,0,0,2,0,5,0,6,0,0,11,51,0,1,0,38,0,0,-400,0.0,8,0,0,8,0,0,0
6,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,28,54,8,22,0,2,2,20,0,0,1,16,1,2,5,3,0,0,17,72,0,2,2,57,0,0,-1722,0.0,16,1,911,17,0,0,0
7,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,63,0,0,0,0,0,0,0,0,0,4,27,0,8,6,18,0,0,15,50,0,1,0,43,0,0,-2433,0.0,42,1,322,43,0,0,0
8,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,60,64,15,22,2,3,5,17,0,0,2,16,1,3,4,33,0,1,18,69,2,3,5,53,0,0,-4057,0.0,36,0,2257,36,0,0,0
9,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,86,8,0,1,0,1,1,5,0,0,11,39,0,2,7,22,2,3,11,45,0,1,1,42,0,0,-2933,0.0,58,3,0,61,0,0,0
10,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,76,72,10,28,1,4,4,23,2,0,0,38,2,2,11,23,0,0,14,60,1,4,4,59,2,0,-3616,0.0,47,1,1255,48,0,0,0
11,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,74,0,0,0,0,0,0,0,0,0,3,27,0,5,10,25,2,2,9,51,0,0,0,45,0,0,-2750,0.0,55,0,0,55,0,0,0
12,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,43,64,10,21,0,1,2,29,0,1,3,16,0,1,0,20,3,0,13,65,0,1,2,68,0,1,-2245,0.0,26,2,923,28,0,0,0
