day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,110,150,16,61,3,5,17,46,1,1,9,43,0,7,6,39,0,6,16,61,3,5,17,46,1,1,-2316,0.0,45,6,0,51,0,0,0
1,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,1,50,0,0,5,29,0,0,-450,0.0,9,0,0,9,0,0,0
2,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,66,71,14,19,1,6,5,25,0,1,6,19,2,7,0,31,0,1,14,68,1,6,7,53,0,1,-1383,0.0,27,3,0,30,0,0,0
3,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,55,0,0,0,0,0,0,0,0,0,4,11,0,7,2,30,0,1,8,56,0,0,0,47,0,0,-1950,0.0,39,0,0,39,0,0,0
4,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,38,55,8,15,1,6,8,17,0,0,3,12,0,4,0,19,0,0,8,65,1,6,8,62,0,0,-2847,0.0,20,1,1836,21,0,0,0
5,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,10,20,4,6,1,0,0,8,1,0,0,7,0,2,0,1,0,0,9,40,1,2,4,50,1,0,-250,0.0,5,0,0,5,0,0,0
6,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,18,30,5,7,0,4,2,11,0,1,1,6,0,6,0,5,0,0,13,47,0,5,6,60,0,1,-1233,0.0,10,0,733,10,0,0,0
7,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,44,36,7,9,1,2,0,14,0,3,2,14,2,3,0,19,0,4,18,37,1,6,6,50,0,3,-1255,0.0,24,5,0,29,0,0,0
8,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,73,17,5,5,1,0,0,6,0,0,6,35,5,0,6,20,0,1,20,38,1,3,2,54,0,0,-4047,0.0,52,2,1425,54,0,0,0
9,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,54,50,7,19,1,4,4,15,0,0,7,16,0,7,1,19,0,4,25,46,1,4,4,54,0,0,-2217,0.0,33,1,556,34,0,0,0
10,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,64,1,0,0,0,0,1,0,0,0,1,33,2,2,3,20,2,1,23,39,0,0,1,46,0,0,-3059,0.0,45,1,798,46,0,0,0
11,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,37,65,11,30,3,4,3,13,0,1,4,13,0,2,1,15,0,2,30,61,3,4,3,48,0,1,-1756,0.0,18,1,845,19,0,0,0
12,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,22,0,0,0,0,0,0,0,0,0,3,6,0,2,2,9,0,0,23,54,0,3,0,34,0,0,-1057,0.0,15,0,307,15,0,0,0
13,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,32,54,7,22,3,5,4,13,0,0,0,22,0,0,0,10,0,0,25,71,3,6,4,41,0,0,-1806,0.0,14,0,1106,14,0,0,0
14,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,44,0,0,0,0,0,0,0,0,0,0,8,2,10,4,19,0,1,18,52,2,4,2,26,0,0,-944,0.0,18,4,0,22,0,0,0
15,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,85,72,12,20,1,4,7,28,0,0,8,33,4,10,5,25,0,0,24,64,1,4,7,50,0,0,-4925,0.0,53,4,2231,57,0,0,0
16,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,85,0,0,0,0,0,0,0,0,0,12,30,1,3,9,30,0,0,16,42,0,0,0,41,0,0,-3161,0.0,63,1,0,64,0,0,0
17,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,84,73,16,27,0,3,6,18,1,2,8,29,0,12,10,19,2,4,26,62,0,3,6,50,1,2,-2842,0.0,42,3,709,45,0,0,0
18,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,66,0,0,0,0,0,0,0,0,0,8,24,1,3,3,20,0,7,19,47,0,0,0,39,0,0,-2400,0.0,48,0,0,48,0,0,0
19,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,34,63,11,22,0,6,3,20,0,1,2,13,1,2,4,11,0,1,23,61,0,6,3,56,0,1,-1793,0.0,16,4,949,20,0,0,0
20,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,14,0,0,0,0,0,0,0,0,0,2,6,0,0,2,4,0,0,18,49,0,1,0,38,0,0,-361,0.0,7,1,0,8,0,0,0
21,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,40,51,10,17,1,4,2,16,0,1,3,13,0,3,0,21,0,0,27,61,1,5,2,53,0,1,-2433,0.0,18,3,1500,21,0,0,0
22,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,57,7,1,1,0,1,1,3,0,0,2,29,0,0,6,20,0,0,22,40,0,3,1,39,0,0,-2122,0.0,42,2,0,44,0,0,0
23,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,61,55,11,17,3,4,8,11,0,1,4,18,2,4,5,28,0,0,28,56,3,4,8,45,0,1,-3240,0.0,26,6,1874,32,0,0,0
24,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,57,20,3,9,0,1,4,3,0,0,6,23,1,1,0,23,3,0,21,44,0,1,8,33,0,0,-1861,0.0,37,1,0,38,0,0,0
25,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,44,44,4,19,0,1,1,17,1,1,2,15,0,2,2,20,2,1,21,56,0,1,5,46,1,1,-2074,0.0,25,1,813,26,0,0,0
26,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,39,14,3,4,0,4,0,3,0,0,3,9,0,0,1,25,0,1,19,50,0,4,0,37,0,0,-1566,0.0,28,2,144,30,0,0,0
27,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,10,44,8,15,2,3,1,15,0,0,6,1,0,0,0,3,0,0,22,63,2,3,1,49,0,0,-707,0.0,8,0,307,8,0,0,0
28,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,38,0,0,0,0,0,0,0,0,0,7,13,2,2,0,11,1,2,18,47,2,3,1,38,0,0,-1156,0.0,16,1,345,17,0,0,0
29,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,51,65,14,23,1,2,4,19,0,2,3,20,0,2,6,18,0,2,29,61,1,2,4,51,0,2,-3268,0.0,31,4,1674,35,0,0,0
30,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,56,0,0,0,0,0,0,0,0,0,2,21,0,2,8,18,0,5,25,42,0,0,0,37,0,0,-1856,0.0,34,2,134,36,0,0,0
31,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,60,68,7,21,2,4,7,25,0,2,8,11,2,2,14,21,2,0,22,59,2,4,7,54,0,2,-2597,0.0,29,6,1081,35,0,0,0
32,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,63,0,0,0,0,0,0,0,0,0,10,15,0,9,8,18,0,3,18,44,0,3,1,44,0,0,-2244,0.0,44,4,0,48,0,0,0
33,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,23,59,5,31,1,3,4,15,0,0,4,6,0,3,0,8,0,2,17,72,1,3,4,53,0,0,-1515,0.0,14,0,815,14,0,0,0
34,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,15,0,0,0,0,0,0,0,0,0,4,2,0,2,2,5,0,0,12,52,0,1,4,40,0,0,-311,0.0,6,1,0,7,0,0,0
35,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,25,50,8,16,2,4,4,15,1,0,2,6,0,2,3,12,0,0,20,65,2,4,6,52,1,0,-1614,0.0,9,4,1120,13,0,0,0
36,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,47,17,1,7,0,1,0,8,0,0,4,19,0,0,2,20,2,0,14,54,1,2,0,38,0,0,-1511,0.0,30,1,0,31,0,0,0
37,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,46,42,4,20,0,3,5,10,0,0,2,12,0,3,3,26,0,0,13,70,0,3,5,43,0,0,-2959,0.0,29,3,1476,32,0,0,0
38,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,50,24,3,12,1,1,1,6,0,0,2,11,0,0,8,29,0,0,13,55,1,2,3,39,0,0,-1572,0.0,31,2,0,33,0,0,0
39,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,40,35,4,11,0,1,5,14,0,0,2,20,0,1,3,14,0,0,13,62,0,1,5,48,0,0,-1585,0.0,20,2,563,22,0,0,0
40,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,10,17,0,10,0,0,1,5,1,0,0,2,0,0,0,5,0,3,10,60,0,0,4,43,1,0,-339,0.0,4,0,139,4,0,0,0
41,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,25,33,4,8,1,4,4,9,0,3,1,11,0,2,0,11,0,0,13,61,1,4,6,44,1,3,-1338,0.0,12,2,716,14,0,0,0
42,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,27,28,5,11,0,1,0,11,0,0,2,15,0,1,0,7,0,2,16,52,0,4,5,45,0,0,-1176,0.0,14,0,476,14,0,0,0
43,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,54,27,4,11,2,0,1,9,0,0,0,25,0,1,6,21,0,1,17,51,2,0,5,48,0,0,-2241,0.0,25,0,991,25,0,0,0
44,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,43,41,10,14,1,3,2,9,1,1,0,10,0,4,2,25,0,2,21,54,1,3,2,43,1,1,-1513,0.0,21,1,452,22,0,0,0
45,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,70,16,0,7,0,1,2,6,0,0,7,30,4,2,3,19,0,5,15,51,0,3,2,44,0,0,-2777,0.0,43,1,616,44,0,0,0
46,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,49,52,13,17,0,2,4,15,0,1,6,21,0,3,10,6,0,3,21,59,0,2,4,50,0,1,-2068,0.0,27,3,685,30,0,0,0
47,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,27,0,0,0,0,0,0,0,0,0,1,16,0,0,1,7,2,0,18,49,0,0,0,39,0,0,-1349,0.0,18,1,438,19,0,0,0
