day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,39,150,24,55,4,7,15,42,0,3,3,17,2,0,5,12,0,0,24,55,4,7,15,42,0,3,-416,0.0,7,6,0,13,0,0,0
1,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,13,0,0,0,0,0,0,0,0,0,0,4,0,1,1,7,0,0,21,51,1,0,7,37,0,1,-300,0.0,6,0,0,6,0,0,0
2,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,57,39,8,10,0,3,2,16,0,0,1,20,2,9,4,20,1,0,29,60,0,3,6,51,0,1,-1611,0.0,32,1,0,33,0,0,0
3,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,66,0,0,0,0,0,0,0,0,0,7,30,0,2,6,17,0,4,19,57,0,0,0,49,0,0,-2400,0.0,48,0,0,48,0,0,0
4,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,62,43,8,19,0,4,4,8,0,0,5,29,0,4,4,18,0,2,22,69,0,4,4,51,0,0,-5521,0.0,33,1,3860,34,0,0,0
5,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,11,48,14,12,0,7,2,13,0,0,0,1,0,0,0,4,0,6,28,41,0,7,2,37,0,0,-261,0.0,5,1,0,6,0,0,0
6,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,30,0,0,0,0,0,0,0,0,0,0,8,2,2,3,11,2,2,28,39,0,5,0,37,0,0,-1876,0.0,21,2,804,23,0,0,0
7,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,40,73,8,31,3,2,3,25,0,1,0,12,0,3,5,17,2,1,30,62,3,5,3,46,0,1,-1172,0.0,23,2,0,25,0,0,0
8,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,93,0,0,0,0,0,0,0,0,0,5,41,0,10,5,26,2,4,29,59,0,0,0,45,0,0,-5010,0.0,68,1,1599,69,0,0,0
9,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,80,51,5,23,1,2,4,16,0,0,5,39,0,2,0,32,0,2,23,66,1,2,4,54,0,0,-4194,0.0,48,0,1794,48,0,0,0
10,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,80,0,0,0,0,0,0,0,0,0,2,23,4,15,3,29,2,2,12,54,0,0,0,41,0,0,-3000,0.0,60,0,0,60,0,0,0
11,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,42,63,6,30,2,1,8,14,0,2,1,13,0,3,8,14,0,3,9,77,2,1,8,51,0,2,-2600,0.0,17,5,1695,22,0,0,0
12,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,31,11,2,6,0,1,1,1,0,0,1,10,0,0,5,15,0,0,8,59,0,1,1,31,0,0,-1011,0.0,20,1,0,21,0,0,0
13,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,48,52,6,20,2,2,5,15,0,2,2,24,0,4,3,13,0,2,10,77,2,2,5,43,0,2,-2727,0.0,26,1,1416,27,0,0,0
14,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,51,14,1,6,0,0,3,4,0,0,0,18,0,4,4,20,0,5,8,62,1,0,3,34,0,0,-1322,0.0,26,2,0,28,0,0,0
15,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,54,57,9,16,1,8,4,19,0,0,1,24,0,9,2,18,0,0,9,69,1,8,4,49,0,0,-2387,0.0,22,4,1243,26,0,0,0
16,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,51,20,2,5,0,2,4,6,0,1,2,20,2,0,3,20,0,4,6,53,0,2,4,45,0,1,-1367,0.0,24,1,156,25,0,0,0
17,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,60,54,9,20,1,3,3,15,0,3,8,14,0,4,6,26,0,2,10,66,1,3,3,52,0,3,-2687,0.0,28,3,1254,31,0,0,0
18,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,54,20,3,7,1,0,2,7,0,0,2,19,0,4,6,22,0,1,5,54,1,0,2,51,0,0,-1950,0.0,35,2,178,37,0,0,0
19,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,21,43,10,13,0,1,5,13,0,1,2,5,0,0,7,6,1,0,10,61,0,1,5,58,0,1,-961,0.0,6,2,639,8,0,0,0
20,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,22,24,4,14,1,0,2,3,0,0,0,10,0,3,0,7,0,2,10,59,1,1,2,44,0,0,-897,0.0,14,0,197,14,0,0,0
21,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,39,28,2,13,0,2,2,8,1,0,0,10,3,4,3,15,2,2,11,67,0,2,2,46,1,0,-2419,0.0,24,1,1208,25,0,0,0
22,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,56,42,3,17,1,4,1,14,0,2,6,11,0,4,2,32,0,1,10,64,1,4,1,45,0,2,-2131,0.0,32,1,520,33,0,0,0
23,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,80,20,7,6,1,0,0,5,1,0,9,24,2,8,2,30,1,4,9,63,1,0,0,43,1,0,-4129,0.0,53,1,1468,54,0,0,0
