day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,85,150,24,52,0,9,11,50,3,1,10,41,2,9,3,20,0,0,24,52,0,9,11,50,3,1,-2411,0.0,48,1,0,49,0,0,0
1,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,87,0,0,0,0,0,0,0,0,0,6,39,2,7,5,27,0,1,19,48,0,0,0,46,0,0,-3272,0.0,65,2,0,67,0,0,0
2,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,116,59,12,31,1,5,1,9,0,0,10,43,1,10,4,45,2,1,20,75,1,5,1,48,0,0,-4233,0.0,84,3,0,87,0,0,0
3,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,76,0,0,0,0,0,0,0,0,0,2,35,0,5,7,26,1,0,10,66,0,0,0,42,0,0,-2683,0.0,53,3,0,56,0,0,0
4,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,46,55,8,14,1,5,1,25,0,1,12,11,2,1,2,18,0,0,9,73,1,5,1,60,0,1,-3342,0.0,23,5,2137,28,0,0,0
5,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,26,20,4,7,0,0,3,6,0,0,3,10,0,0,0,9,0,4,10,52,0,0,3,40,0,0,-500,0.0,10,0,0,10,0,0,0
6,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,43,44,8,18,1,4,1,11,1,0,2,10,2,7,6,14,0,2,15,62,1,4,1,49,1,0,-2338,0.0,25,2,1066,27,0,0,0
7,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,60,19,2,7,0,1,2,7,0,0,2,13,0,7,5,25,5,3,13,46,0,2,2,49,0,0,-1905,0.0,37,5,0,42,0,0,0
8,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,105,45,7,15,0,3,3,15,1,1,8,40,0,8,7,40,0,2,13,57,0,3,3,56,1,1,-5141,0.0,68,0,1741,68,0,0,0
9,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,94,28,5,8,1,3,1,10,0,0,5,42,0,7,7,31,0,2,10,51,1,3,1,49,0,0,-3243,0.0,60,0,243,60,0,0,0
10,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,86,48,9,14,0,6,2,17,0,0,2,25,3,4,4,46,0,2,12,50,0,6,2,59,0,0,-2947,0.0,47,1,586,48,0,0,0
11,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,49,23,4,10,0,0,0,9,0,0,4,21,2,5,0,16,0,1,10,48,0,0,0,55,0,0,-1859,0.0,36,0,59,36,0,0,0
12,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,25,27,4,13,0,1,2,7,0,0,6,3,2,4,4,6,0,0,12,54,0,1,2,58,0,0,-1155,0.0,13,1,494,14,0,0,0
13,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,8,27,2,7,1,2,1,13,0,1,0,6,0,0,0,2,0,0,11,52,1,3,1,56,0,1,-286,0.0,3,0,136,3,0,0,0
14,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,10,21,4,7,1,0,2,7,0,0,2,5,0,1,0,2,0,0,14,51,1,3,2,53,0,1,-409,0.0,2,0,309,2,0,0,0
15,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,29,44,8,17,1,3,3,12,0,0,1,6,2,2,0,18,0,0,18,54,2,5,3,48,0,1,-1038,0.0,11,4,444,15,0,0,0
16,True,reg_13,request_scratch,cau100_afr0_asi0_13,regional_13,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,81,10,2,5,0,1,0,2,0,0,4,29,0,6,5,32,0,5,18,49,0,3,0,41,0,0,-3810,0.0,55,2,1038,57,0,0,0
