day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,1.0,0.001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,59,4,9,14,42,0,2,0,0,0,0,0,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.995,0.001,0.5,50,10,3,1,0,0,0,0,2,0,0,0,8,0,0,0,2,0,0,21,58,3,8,14,44,0,2,240,1,0,0,1,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.990025,0.001,0.5,50,51,7,1,6,0,0,0,0,0,0,0,28,0,6,1,13,0,3,19,64,2,6,13,42,0,1,989,0,1,0,1,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.985074875,0.001,0.5,50,52,30,7,5,1,1,1,15,0,0,0,22,1,2,3,24,0,0,19,62,1,4,8,49,0,0,2369,17,1,0,18,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.001,0.5,50,49,12,5,4,0,0,2,1,0,0,6,19,1,5,6,10,0,2,14,61,0,0,4,43,0,0,2138,19,2,0,21,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.001,0.5,50,43,44,12,13,1,1,5,11,0,1,2,18,0,5,0,17,0,1,15,70,1,1,5,49,0,1,867,25,3,0,28,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.001,0.5,50,82,2,1,0,0,0,0,1,0,0,5,37,0,6,6,26,0,2,8,65,0,0,0,46,0,0,1420,18,0,0,18,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.001,0.5,50,33,56,8,21,2,5,4,14,2,0,0,9,1,6,4,11,0,2,8,80,2,5,4,48,2,0,-771,56,1,0,57,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.960693043575437,0.001,0.5,50,35,0,0,0,0,0,0,0,0,0,1,12,0,1,2,19,0,0,4,77,0,0,0,43,0,0,1987,8,3,0,11,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.001,0.5,50,49,39,5,10,1,2,4,16,1,0,0,31,0,9,0,7,0,2,5,83,1,2,4,54,1,0,-31,22,1,0,23,0,0,0
