day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,1.0,0.001,0.5,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,55,3,10,5,53,1,3,0,0,0,0,0,0,0,0
1,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.995,0.001,0.5,50,26,5,0,3,0,0,0,1,0,1,0,16,0,1,2,7,0,0,19,58,2,10,4,53,1,3,489,0,1,0,1,0,0,0
2,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.990025,0.001,0.5,50,45,13,0,4,1,4,0,4,0,0,0,12,2,8,2,21,0,0,15,60,1,14,2,54,0,0,1149,9,1,0,10,0,0,0
3,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.985074875,0.001,0.5,50,82,19,1,11,0,1,2,4,0,0,8,35,0,3,2,29,0,5,16,61,0,10,2,49,0,0,1565,18,5,0,23,0,0,0
4,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.001,0.5,50,115,34,6,10,3,4,2,9,0,0,8,41,1,8,6,46,1,4,14,60,3,4,2,51,0,0,1105,44,5,0,49,0,0,0
5,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.001,0.5,50,88,50,11,21,0,0,5,13,0,0,6,31,0,5,2,44,0,0,11,67,0,0,5,48,0,0,1558,62,2,0,64,0,0,0
6,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.001,0.5,50,127,13,1,7,0,0,1,4,0,0,19,49,0,9,9,37,1,3,6,67,0,0,1,37,0,0,-11,55,1,0,56,0,0,0
7,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.001,0.5,50,47,64,8,20,0,2,7,26,1,0,1,16,0,6,0,23,0,1,8,70,0,2,7,51,1,0,-1882,91,2,0,93,0,0,0
8,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.960693043575437,0.001,0.5,50,87,0,0,0,0,0,0,0,0,0,6,35,0,2,7,24,2,11,3,61,0,0,2,46,0,0,1489,20,1,0,21,0,0,0
9,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.001,0.5,50,57,68,11,28,2,3,4,19,0,1,1,27,0,13,3,12,0,1,11,80,2,3,4,49,0,1,-442,57,2,0,59,0,0,0
10,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9511101304657719,0.001,0.5,50,60,0,0,0,0,0,0,0,0,0,5,22,2,6,3,18,2,2,2,76,0,0,0,43,0,0,1209,28,1,0,29,0,0,0
11,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.946354579813443,0.001,0.5,50,58,41,4,14,1,2,4,12,1,3,2,21,2,4,3,22,0,4,4,85,1,2,4,50,1,3,-1691,48,1,0,49,0,0,0
12,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,730,70,0,0.995,0.01,0.9416228069143757,0.001,0.5,50,35,1,1,0,0,0,0,0,0,0,6,9,1,6,2,10,0,1,1,80,0,0,0,43,0,0,807,31,3,0,34,0,0,0
