day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,1.0,0.001,0.5,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,61,4,10,12,37,1,1,0,0,0,0,0,0,0,0
1,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.995,0.001,0.5,50,12,2,0,2,0,0,0,0,0,0,2,5,2,0,0,3,0,0,24,63,3,10,12,37,0,1,178,0,2,0,2,0,0,0
2,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.990025,0.001,0.5,50,33,7,2,4,0,0,0,1,0,0,2,13,1,0,3,13,1,0,25,66,3,7,11,36,0,0,720,3,0,0,3,0,0,0
3,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.985074875,0.001,0.5,50,64,17,3,8,0,1,1,3,1,0,1,25,2,7,2,25,0,2,19,71,1,6,11,34,1,0,1518,11,2,0,13,0,0,0
4,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.9801495006250001,0.001,0.5,50,61,37,5,15,2,3,1,9,0,2,5,11,0,3,8,32,0,2,12,75,2,3,9,32,0,2,3294,19,6,0,25,0,0,0
5,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.9752487531218751,0.001,0.5,50,108,15,0,4,0,0,0,11,0,0,4,39,0,9,14,38,0,4,6,74,0,0,4,36,0,0,1118,31,2,0,33,0,0,0
6,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.9703725093562657,0.001,0.5,50,120,57,8,19,0,3,6,19,1,1,7,52,8,12,3,33,1,4,8,81,0,3,6,35,1,1,185,66,5,0,71,0,0,0
7,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.9655206468094844,0.001,0.5,50,61,32,5,10,0,2,0,14,0,1,8,24,0,4,2,18,0,5,5,77,0,2,0,30,0,1,1109,68,1,0,69,0,0,0
8,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.960693043575437,0.001,0.5,50,62,33,3,11,0,2,2,15,0,0,3,14,0,2,8,29,2,4,3,81,0,2,2,38,0,0,-140,39,0,0,39,0,0,0
9,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,730,70,0,0.995,0.01,0.9558895783575597,0.001,0.5,50,64,19,2,4,1,3,0,9,0,0,8,24,0,11,6,15,0,0,2,76,1,3,0,42,0,0,-404,41,4,0,45,0,0,0
