day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,71,150,31,51,2,7,11,43,0,5,3,34,0,7,3,22,0,2,31,51,2,7,11,43,0,5,-1661,0.0,33,1,0,34,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,44,0,0,0,0,0,0,0,0,0,1,25,0,1,4,11,0,2,28,47,0,0,2,35,0,0,-1611,0.0,32,1,0,33,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,113,50,7,23,0,2,2,16,0,0,10,44,0,13,6,31,3,6,33,68,0,2,2,45,0,0,-3872,0.0,77,2,0,79,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,99,0,0,0,0,0,0,0,0,0,5,45,0,2,4,37,2,4,23,56,0,0,0,35,0,0,-3611,0.0,72,1,0,73,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,56,63,10,27,1,5,2,18,0,0,2,16,0,3,4,27,2,2,20,75,1,5,2,47,0,0,-3380,0.0,29,2,1908,31,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,25,0,0,0,0,0,0,0,0,0,1,16,0,0,0,4,0,4,13,50,0,0,0,34,0,0,-900,0.0,18,0,0,18,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,22,60,8,22,0,5,4,17,1,3,0,9,0,2,4,7,0,0,19,69,0,5,4,49,1,3,-977,0.0,5,4,683,9,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,53,0,0,0,0,0,0,0,0,0,0,14,2,6,2,27,0,2,18,49,0,0,1,35,0,0,-1950,0.0,39,0,0,39,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,66,61,10,17,2,1,3,27,0,1,1,31,0,8,4,19,0,3,23,60,2,1,3,60,0,1,-4377,0.0,43,0,2227,43,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,78,0,0,0,0,0,0,0,0,0,7,26,1,8,2,30,2,2,16,39,0,0,0,44,0,0,-2911,0.0,58,1,0,59,0,0,0
10,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,75,71,10,27,0,0,6,28,0,0,2,17,2,19,8,25,0,2,21,58,0,0,6,65,0,0,-3273,0.0,43,3,1090,46,0,0,0
11,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,57,0,0,0,0,0,0,0,0,0,2,15,2,6,9,19,0,4,13,44,0,0,0,54,0,0,-1905,0.0,37,5,0,42,0,0,0
12,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,34,59,9,25,1,5,4,14,1,0,0,13,0,4,6,5,4,2,17,65,1,5,4,57,1,0,-1513,0.0,14,2,791,16,0,0,0
13,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,23,0,0,0,0,0,0,0,0,0,2,5,4,4,1,7,0,0,13,52,0,0,3,42,0,0,-850,0.0,17,0,0,17,0,0,0
14,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,62,46,13,9,2,3,2,16,0,1,5,25,1,12,2,15,0,2,25,60,2,3,2,57,0,1,-4858,0.0,37,0,3008,37,0,0,0
15,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,69,30,5,14,1,2,1,6,0,1,7,30,0,0,3,25,2,2,23,48,1,2,1,36,0,1,-2161,0.0,43,1,0,44,0,0,0
16,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,76,39,5,15,0,2,2,14,0,1,2,30,1,4,13,21,0,5,18,57,0,2,2,45,0,1,-3961,0.0,48,4,1517,52,0,0,0
17,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,94,33,7,8,0,2,3,10,1,2,4,30,1,9,12,38,0,0,18,46,0,2,3,44,1,2,-2983,0.0,59,3,0,62,0,0,0
18,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,55,44,7,14,0,2,3,16,1,1,3,13,0,10,5,24,0,0,19,53,0,2,3,46,1,1,-1348,0.0,26,3,15,29,0,0,0
19,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,23,17,4,8,0,0,0,5,0,0,4,8,0,2,0,9,0,0,20,53,0,0,0,40,0,0,-1125,0.0,19,0,175,19,0,0,0
20,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,33,31,9,4,1,3,0,14,0,0,0,8,0,0,4,21,0,0,27,49,1,3,0,53,0,0,-1578,0.0,18,1,667,19,0,0,0
21,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,67,23,4,5,0,1,2,11,0,0,2,29,0,7,5,22,0,2,25,39,0,1,2,56,0,0,-2683,0.0,40,2,661,42,0,0,0
22,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,116,37,7,13,0,2,2,12,1,0,14,41,2,2,7,48,0,2,25,42,0,2,2,58,1,0,-5598,0.0,70,0,2098,70,0,0,0
23,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,149,43,9,10,1,5,0,16,1,1,4,45,3,1,15,76,0,5,14,40,1,5,0,58,1,1,-5514,0.0,101,2,442,103,0,0,0
24,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,90,52,12,15,0,4,4,16,1,0,1,42,0,6,2,37,0,2,12,46,0,4,4,57,1,0,-3118,0.0,58,0,218,58,0,0,0
25,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,65,24,3,8,1,0,4,6,1,1,5,28,2,4,5,21,0,0,6,49,1,0,4,54,1,1,-1578,0.0,30,2,56,32,0,0,0
26,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,23,53,7,24,2,3,1,15,0,1,0,7,0,5,2,9,0,0,9,61,2,3,1,57,0,1,-746,0.0,12,0,146,12,0,0,0
27,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,57,1,0,0,53,0,0,-341,0.0,3,1,180,4,0,0,0
28,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,32,61,14,23,1,2,3,17,1,0,0,5,0,2,1,24,0,0,19,70,1,2,3,54,1,0,-1637,0.0,16,0,837,16,0,0,0
29,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,55,0,0,0,0,0,0,0,0,0,3,30,0,3,6,12,0,1,17,55,0,0,1,38,0,0,-2289,0.0,37,0,439,37,0,0,0
30,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,63,63,9,21,1,9,4,17,0,2,2,19,1,2,8,31,0,0,17,68,1,9,4,49,0,2,-3170,0.0,21,5,2065,26,0,0,0
31,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,66,26,7,7,0,3,3,6,0,0,5,22,0,2,3,31,0,3,11,51,0,3,3,40,0,0,-2011,0.0,40,1,0,41,0,0,0
32,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,52,50,6,21,2,6,4,11,0,0,5,13,0,6,4,21,0,3,11,66,2,6,4,43,0,0,-2227,0.0,23,1,1066,24,0,0,0
33,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,21,23,2,9,0,1,3,8,0,0,0,9,0,3,6,3,0,0,6,58,0,1,5,42,0,0,-600,0.0,12,0,0,12,0,0,0
34,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,36,26,5,8,0,2,2,9,0,0,0,12,0,7,0,16,0,1,7,65,0,2,4,51,0,0,-2492,0.0,24,0,1292,24,0,0,0
35,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,37,48,9,18,0,4,6,11,0,0,3,18,0,4,0,12,0,0,11,63,0,4,7,45,0,0,-1015,0.0,15,1,254,16,0,0,0
36,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,61,6,2,1,0,0,0,3,0,0,6,25,0,1,7,20,0,2,8,57,0,0,4,42,0,0,-3358,0.0,38,1,1447,39,0,0,0
37,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,78,72,9,28,0,4,3,24,1,3,3,28,0,10,5,32,0,0,11,64,0,4,6,55,1,3,-2637,0.0,38,3,704,41,0,0,0
38,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,108,0,0,0,0,0,0,0,0,0,5,42,0,7,4,44,0,6,2,53,0,0,0,47,0,0,-5110,0.0,88,1,699,89,0,0,0
39,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,79,68,7,29,2,3,8,18,1,0,6,23,0,8,3,37,2,0,7,75,2,3,8,54,1,0,-3246,0.0,38,0,1346,38,0,0,0
40,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,42,1,0,0,0,1,0,0,0,0,7,7,0,3,4,21,0,0,0,58,0,1,0,44,0,0,-1819,0.0,35,0,69,35,0,0,0
41,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,10,54,5,19,1,6,3,19,0,1,0,1,0,2,3,4,0,0,5,74,1,6,3,60,0,1,-520,0.0,0,4,476,4,0,0,0
42,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.99,50,23,9,3,3,0,0,0,3,0,0,0,6,0,4,2,11,0,0,5,51,0,5,2,40,0,0,-522,0.0,10,2,0,12,0,0,0
