day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,106,150,17,68,1,6,15,40,0,3,4,41,0,8,5,48,0,0,17,68,1,6,15,40,0,3,-3450,0.0,69,0,0,69,0,0,0
1,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,37,0,0,0,0,0,0,0,0,0,1,18,3,4,5,5,0,1,9,63,0,0,6,35,0,0,-1500,0.0,30,0,0,30,0,0,0
2,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,65,44,7,19,0,5,1,12,0,0,3,27,2,6,3,18,0,6,15,81,0,5,5,44,0,0,-2261,0.0,45,1,0,46,0,0,0
3,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,62,0,0,0,0,0,0,0,0,0,4,22,3,3,3,21,2,4,7,79,0,0,5,39,0,0,-2211,0.0,44,1,0,45,0,0,0
4,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,57,38,6,15,1,0,4,12,0,0,0,25,0,6,6,20,0,0,10,88,1,0,6,45,0,0,-5616,0.0,33,0,3966,33,0,0,0
5,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,25,55,8,20,3,3,5,15,0,1,0,10,0,2,0,13,0,0,11,54,3,3,7,39,0,1,-600,0.0,12,0,0,12,0,0,0
6,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,25,0,0,0,0,0,0,0,0,0,2,11,0,4,0,8,0,0,9,50,2,3,5,36,0,0,-1279,0.0,15,1,518,16,0,0,0
7,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,39,75,9,21,1,2,5,35,1,1,0,13,1,5,2,18,0,0,17,56,2,2,9,62,1,1,-1061,0.0,21,1,0,22,0,0,0
8,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,55,0,0,0,0,0,0,0,0,0,4,23,0,8,4,16,0,0,14,54,0,1,4,59,0,0,-3039,0.0,40,1,1028,41,0,0,0
9,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,39,47,6,20,0,4,4,12,0,1,3,12,0,3,3,13,0,5,18,61,0,4,4,62,0,1,-2440,0.0,23,0,1290,23,0,0,0
