day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,41,150,24,50,2,12,16,44,0,2,8,14,0,2,2,14,1,0,24,50,2,12,16,44,0,2,-1161,0.0,23,1,0,24,0,0,0
1,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,41,0,0,0,0,0,0,0,0,0,2,6,0,6,9,18,0,0,20,46,0,11,13,42,0,0,-1211,0.0,24,1,0,25,0,0,0
2,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,70,35,6,7,2,3,3,13,0,1,3,25,1,4,6,28,1,2,21,49,2,13,12,52,0,1,-1833,0.0,36,3,0,39,0,0,0
3,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,61,2,0,0,0,0,0,2,0,0,6,21,0,6,2,24,0,2,13,42,0,8,6,49,0,0,-2161,0.0,43,1,0,44,0,0,0
4,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,40,48,5,26,2,1,3,11,0,0,6,11,0,0,2,18,0,3,16,62,2,7,6,55,0,0,-3309,0.0,19,3,2326,22,0,0,0
5,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,22,30,5,10,0,1,5,9,0,0,1,9,0,3,1,8,0,0,16,43,0,4,7,35,0,0,-800,0.0,16,0,0,16,0,0,0
6,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,22,21,2,7,2,2,2,6,0,0,1,7,0,2,4,7,0,1,17,48,2,4,8,41,0,0,-1069,0.0,12,2,447,14,0,0,0
7,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,59,39,6,16,1,2,2,9,0,3,4,17,3,0,2,30,0,3,18,59,1,5,8,37,0,3,-1756,0.0,33,6,40,39,0,0,0
8,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,86,12,1,9,0,0,0,2,0,0,3,37,2,0,9,35,0,0,15,64,0,0,4,34,0,0,-5221,0.0,64,0,2021,64,0,0,0
9,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,65,61,9,20,0,4,3,24,0,1,4,31,0,2,5,21,0,2,18,62,0,4,3,50,0,1,-2872,0.0,41,0,822,41,0,0,0
10,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,70,0,0,0,0,0,0,0,0,0,6,27,0,9,7,19,2,0,13,52,0,0,0,41,0,0,-3484,0.0,56,2,662,58,0,0,0
11,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,31,62,6,24,0,4,3,22,0,3,2,14,1,3,2,9,0,0,14,69,0,4,3,57,0,3,-1535,0.0,17,1,674,18,0,0,0
12,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,20,0,0,0,0,0,0,0,0,0,0,3,5,1,3,5,0,3,13,53,0,3,1,48,0,0,-961,0.0,15,1,200,16,0,0,0
13,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,22,46,9,14,1,3,3,15,0,1,3,10,0,4,1,4,0,0,20,58,1,6,3,61,0,1,-1645,0.0,12,1,1034,13,0,0,0
14,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,30,14,1,7,0,2,0,4,0,0,1,9,1,4,3,12,0,0,16,45,0,4,2,41,0,0,-972,0.0,19,2,0,21,0,0,0
15,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,48,39,7,22,0,0,4,6,0,0,5,20,2,0,6,13,0,2,22,65,0,2,4,43,0,0,-3635,0.0,33,2,1963,35,0,0,0
16,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,54,28,4,12,0,1,1,9,0,1,2,17,1,3,0,30,0,1,21,55,0,1,2,34,0,1,-1961,0.0,39,1,0,40,0,0,0
17,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,54,26,3,12,1,0,1,9,0,0,2,15,0,6,6,25,0,0,19,63,1,0,1,41,0,0,-2797,0.0,35,2,1025,37,0,0,0
18,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.6,0.001,0.98,50,40,30,7,8,1,1,2,11,0,0,3,12,3,1,0,18,0,3,22,61,1,1,2,39,0,0,-1910,0.0,30,1,399,31,0,0,0
