day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,70,150,22,71,2,7,8,37,2,1,9,21,0,5,1,30,2,2,22,71,2,7,8,37,2,1,-2961,0.0,59,1,0,60,0,0,0
1,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,59,0,0,0,0,0,0,0,0,0,0,18,0,0,4,34,0,3,21,70,0,4,8,35,1,0,-2522,0.0,50,2,0,52,0,0,0
2,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,100,20,5,6,1,1,3,4,0,0,7,36,0,4,9,37,1,6,25,75,1,3,9,37,0,0,-4311,0.0,86,1,0,87,0,0,0
3,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,67,0,0,0,0,0,0,0,0,0,4,29,0,0,7,26,0,1,22,74,0,0,6,34,0,0,-2761,0.0,55,1,0,56,0,0,0
4,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,54,26,5,13,0,3,0,5,0,0,6,18,0,6,4,15,2,3,24,84,0,3,2,37,0,0,-8233,0.0,50,1,5722,51,0,0,0
5,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,60,84,11,34,1,7,6,25,0,0,3,21,0,9,3,19,0,5,21,53,1,9,7,34,0,0,-2522,0.0,50,2,0,52,0,0,0
6,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,30,0,0,0,0,0,0,0,0,0,2,15,0,0,4,6,0,3,19,51,0,8,6,31,0,0,-1541,0.0,26,1,230,27,0,0,0
7,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,49,46,4,13,0,5,4,20,0,0,5,17,0,7,2,18,0,0,20,60,0,12,8,50,0,0,-2200,0.0,44,0,0,44,0,0,0
8,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,71,0,0,0,0,0,0,0,0,0,3,37,0,5,4,20,0,2,18,59,0,11,8,49,0,0,-4297,0.0,61,1,1236,62,0,0,0
9,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.195625,0.001,0.98,50,56,30,7,11,0,1,0,9,1,1,0,28,0,4,0,21,0,3,22,58,0,8,6,54,1,1,-6435,0.0,49,1,3974,50,0,0,0
