day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,37,0,0,0,0,0,0,0,0,0,1,18,3,4,5,5,0,1,0,66,1,5,0,36,0,0,-3211,0.0,64,1,0,65,0,0,0
1,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,65,46,7,21,0,5,1,12,0,0,3,27,2,6,3,18,0,6,7,86,1,8,1,47,0,0,-1672,0.0,33,2,0,35,0,0,0
2,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,62,0,0,0,0,0,0,0,0,0,4,22,3,3,3,21,2,4,5,86,0,7,0,47,0,0,-3011,0.0,60,1,0,61,0,0,0
3,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,57,7,1,5,0,0,0,1,0,0,0,25,0,6,6,20,0,0,6,90,0,7,0,47,0,0,-3000,0.0,60,0,0,60,0,0,0
4,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,25,94,13,32,4,3,10,31,0,1,0,10,0,2,0,13,0,0,18,58,4,8,10,44,0,1,-8050,0.0,51,0,5500,51,0,0,0
5,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,25,0,0,0,0,0,0,0,0,0,2,11,0,4,0,8,0,0,17,58,2,8,10,44,0,0,-1061,0.0,21,1,0,22,0,0,0
6,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,39,53,6,13,1,1,3,27,1,1,0,13,1,5,2,18,0,0,20,50,2,4,13,59,1,1,-2236,0.0,24,1,1025,25,0,0,0
7,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,55,0,0,0,0,0,0,0,0,0,4,23,0,8,4,16,0,0,20,50,1,4,10,58,0,0,-1611,0.0,32,1,0,33,0,0,0
8,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,39,17,5,5,0,2,1,4,0,0,3,12,0,3,3,13,0,5,24,50,0,4,10,62,0,0,-2797,0.0,50,0,297,50,0,0,0
9,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,43,66,7,25,0,5,8,19,0,2,7,13,2,3,0,18,0,0,18,43,0,8,12,50,0,2,-5011,0.0,36,1,3200,37,0,0,0
10,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,28,0,0,0,0,0,0,0,0,0,5,7,0,0,0,15,1,0,17,41,0,6,11,50,0,0,-1761,0.0,35,1,0,36,0,0,0
11,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,42,70,9,28,2,6,4,20,0,1,0,16,2,4,1,18,0,1,21,58,2,12,13,43,0,1,-2583,0.0,27,0,1233,27,0,0,0
12,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,35,0,0,0,0,0,0,0,0,0,2,17,0,1,2,11,0,2,20,56,2,12,13,43,0,0,-1911,0.0,38,1,0,39,0,0,0
13,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,52,18,3,7,0,0,2,6,0,0,0,21,1,2,4,24,0,0,19,60,2,10,14,45,0,0,-1879,0.0,30,0,379,30,0,0,0
14,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,0.12875221896216302,0.0016889368950461045,0.5,50,69,45,9,17,0,1,1,17,0,0,7,23,0,2,7,28,0,2,21,52,2,7,7,43,0,0,-5659,0.0,49,0,3209,49,0,0,0
