day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,104,150,18,54,3,8,11,54,1,1,4,39,0,7,12,36,0,6,18,54,3,8,11,54,1,1,-1210,0.0,22,10,0,32,0,0,0
1,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,32,14,2,5,0,1,2,4,0,0,2,10,2,3,1,9,0,5,14,54,0,1,9,4,0,0,-1111,0.0,22,1,0,23,0,0,0
2,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,71,69,15,20,0,5,6,21,0,2,7,28,2,4,2,26,0,2,26,72,0,5,15,21,0,2,-1772,0.0,35,2,0,37,0,0,0
3,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,56,0,0,0,0,0,0,0,0,0,5,23,0,1,10,16,0,1,23,67,0,4,11,0,0,0,-2350,0.0,47,0,0,47,0,0,0
4,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,52,54,8,22,0,3,3,18,0,0,6,20,0,7,2,13,2,2,30,85,0,6,11,18,0,0,-3304,0.0,25,0,2054,25,0,0,0
5,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,26,28,4,12,0,1,3,7,1,0,0,7,1,0,4,9,0,5,29,59,0,7,11,7,1,0,-866,0.0,14,3,133,17,0,0,0
6,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,34,32,3,12,0,1,2,11,0,3,0,14,0,2,2,13,0,3,30,66,0,7,13,11,0,3,-2038,0.0,14,1,1327,15,0,0,0
7,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,40,56,8,22,1,2,2,20,0,1,5,10,0,2,7,15,0,1,23,68,1,7,10,20,0,2,-416,0.0,7,6,0,13,0,0,0
8,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,61,17,2,4,1,1,4,5,0,0,2,14,2,8,8,23,0,4,22,70,2,4,12,5,0,0,-3421,0.0,42,4,1277,46,0,0,0
9,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,45,62,10,19,1,3,4,25,0,0,2,19,0,2,0,22,0,0,27,69,1,3,15,25,0,0,-1450,0.0,13,0,800,13,0,0,0
