day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied A-,num supplied A+,num supplied B-,num supplied B+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests A-,num requests A+,num requests B-,num requests B+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num A- in inventory,num A+ in inventory,num B- in inventory,num B+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D,num mismatches C,num mismatches c,num mismatches E
25,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8822202429488013,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-900.0,15,0,0.0,15,0,0,0,0,0,0
26,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8778091417340573,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1320.274,22,0,0.0,22,0,0,0,1,0,1
27,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8734200960253871,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1320.2395000000001,22,0,0.0,22,0,0,0,0,0,1
28,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8690529955452602,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1200.0,20,0,0.0,20,0,0,0,0,0,0
29,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8647077305675338,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.0,24,0,0.0,24,0,0,0,0,0,0
30,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8603841919146962,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.0,24,0,0.0,24,0,0,0,0,0,0
31,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8560822709551227,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-720.0,12,0,0.0,12,0,0,0,0,0,0
32,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.851801859600347,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1080.0,18,0,0.0,18,0,0,0,0,0,0
33,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8475428503023453,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1020.31,17,0,0.0,17,0,0,0,0,1,1
34,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8433051360508336,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1820.0345,19,0,680.0,19,0,0,0,1,0,0
35,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8390886103705794,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-720.2395,12,0,0.0,12,0,0,0,0,0,1
36,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8348931673187264,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600.274,10,0,0.0,10,0,0,0,1,0,1
37,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8307187014821328,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-780.0,13,0,0.0,13,0,0,0,0,0,0
38,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8265651079747222,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-874.0345,14,0,34.0,14,0,0,0,1,0,0
39,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8224322824348486,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1140.5134999999998,19,0,0.0,19,0,0,0,1,0,2
40,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8183201210226743,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-828.31,13,0,48.0,13,0,0,0,0,1,1
41,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8142285204175609,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1380.31,23,0,0.0,23,0,0,0,0,1,1
42,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.810157377815473,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1514.2395000000001,23,0,134.0,23,0,0,0,0,0,1
43,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8061065909263957,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1860.2395000000001,31,0,0.0,31,0,0,0,0,0,1
44,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.8020760579717637,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-984.2395,16,0,24.0,16,0,0,0,0,0,1
45,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.798065677681905,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.584,24,0,0.0,24,0,0,0,1,1,2
46,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7940753492934954,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-930.0705,15,0,30.0,15,0,0,0,0,1,0
47,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7901049725470279,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1380.0,23,0,0.0,23,0,0,0,0,0,0
48,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7861544476842928,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1032.105,16,0,72.0,16,0,0,0,1,1,0
49,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7822236754458713,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.0,24,0,0.0,24,0,0,0,0,0,0
50,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.778312557068642,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1031.2395000000001,16,0,71.0,16,0,0,0,0,0,1
51,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7744209942832988,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1260.069,21,0,0.0,21,0,0,0,2,0,0
52,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7705488893118823,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1038.274,15,0,138.0,15,0,0,0,1,0,1
53,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7666961448653229,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680.2395000000001,28,0,0.0,28,0,0,0,0,0,1
54,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7628626641409962,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-950.0345,15,0,50.0,15,0,0,0,1,0,0
55,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7590483508202912,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1740.753,29,0,0.0,29,0,0,0,1,0,3
56,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7552531090661897,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1703.0345,27,0,83.0,27,0,0,0,1,0,0
57,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7514768435208588,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680.0,28,0,0.0,28,0,0,0,0,0,0
58,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7477194593032545,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1323.274,21,0,63.0,21,0,0,0,1,0,1
59,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7439808620067382,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2280.0,38,0,0.0,38,0,0,0,0,0,0
60,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7402609576967045,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2512.0,39,0,172.0,39,0,0,0,0,0,0
61,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.736559652908221,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1920.548,32,0,0.0,32,0,0,0,2,0,2
62,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7328768546436799,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1650.0,26,0,90.0,26,0,0,0,0,0,0
63,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7292124703704616,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2820.2395,47,0,0.0,47,0,0,0,0,0,1
64,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7255664080186093,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1411.5135,23,0,31.0,23,0,0,0,1,0,2
65,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7219385759785162,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2220.0,37,0,0.0,37,0,0,0,0,0,0
66,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7183288830986236,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1260.105,21,0,0.0,21,0,0,0,1,1,0
67,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7147372386831305,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1980.0,33,0,0.0,33,0,0,0,0,0,0
68,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7111635524897149,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1620.31,27,0,0.0,27,0,0,0,0,1,1
69,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7076077347272662,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1653.9929999999997,22,0,332.0,22,0,0,0,1,4,7
70,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7040696960536299,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1500.0,25,0,0.0,25,0,0,0,0,0,0
71,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.7005493475733617,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2316.0,35,0,216.0,35,0,0,0,0,0,0
72,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.697046600835495,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1380.0705,23,0,0.0,23,0,0,0,0,1,0
73,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6935613678313175,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-960.31,16,0,0.0,16,0,0,0,0,1,1
74,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6900935609921609,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1020.274,17,0,0.0,17,0,0,0,1,0,1
75,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6866430931872001,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1056.0,17,0,36.0,17,0,0,0,0,0,0
76,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6832098777212641,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-840.0705,14,0,0.0,14,0,0,0,0,1,0
77,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6797938283326578,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1020.0,17,0,0.0,17,0,0,0,0,0,0
78,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6763948591909945,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1800.0345,30,0,0.0,30,0,0,0,1,0,0
79,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6730128848950395,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1183.2395000000001,19,0,43.0,19,0,0,0,0,0,1
80,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6696478204705644,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1260.31,21,0,0.0,21,0,0,0,0,1,1
81,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6662995813682115,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1143.0,18,0,63.0,18,0,0,0,0,0,0
82,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6629680834613705,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1200.0,20,0,0.0,20,0,0,0,0,0,0
83,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6596532430440636,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1305.0,21,0,45.0,21,0,0,0,0,0,0
84,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6563549768288433,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680.0,28,0,0.0,28,0,0,0,0,0,0
85,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.653073201944699,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2116.0,33,0,136.0,33,0,0,0,0,0,0
86,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6498078359349755,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1980.7185,33,0,0.0,33,0,0,0,0,0,3
87,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,365,70,0,0.995,0.01,0.6465587967553006,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1163.0,18,0,83.0,18,0,0,0,0,0,0
