day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,51,3,5,7,56,0,0,278,0,2,0,2,0,0,0
1,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,11,8,0,5,0,0,1,2,0,0,0,3,0,0,0,6,0,2,22,55,3,4,8,58,0,0,100,0,0,0,0,0,0,0
2,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,50,0,0,0,0,0,0,0,0,0,4,21,0,2,6,15,0,2,21,55,2,0,7,58,0,0,317,4,3,0,7,0,0,0
3,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,70,22,6,6,0,0,1,9,0,0,4,26,2,2,7,25,1,3,25,57,0,0,4,64,0,0,739,35,1,0,36,0,0,0
4,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,77,0,0,0,0,0,0,0,0,0,2,20,2,8,2,39,0,4,22,49,0,0,0,58,0,0,1050,49,0,0,49,0,0,0
5,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,69,39,4,15,0,2,3,14,0,1,6,22,0,4,11,25,0,1,21,59,0,2,3,64,0,1,889,59,1,0,60,0,0,0
6,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,105,0,0,0,0,0,0,0,0,0,12,31,0,6,14,37,0,5,17,52,0,0,0,62,0,0,939,50,1,0,51,0,0,0
7,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,47,43,5,16,3,1,2,15,0,1,0,22,0,0,1,24,0,0,15,60,3,1,2,68,0,1,1156,81,4,0,85,0,0,0
8,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,73,0,0,0,0,0,0,0,0,0,5,34,0,4,8,19,1,2,13,54,0,0,2,63,0,0,878,29,2,0,31,0,0,0
9,True,reg_31,request_scratch,cau100_afr0_asi0_31,regional_31,50,150,1825,70,0,0.98,0.01,0.5345746329947881,0.001,0.5,50,94,39,6,13,0,2,3,14,0,1,8,31,0,8,7,36,0,4,14,60,0,2,3,70,0,1,1017,52,3,0,55,0,0,0
