day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,29,65,3,8,10,34,0,1,0,0,0,0,0,0,0,0
1,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,17,3,0,2,0,0,0,1,0,0,0,4,0,5,2,5,1,0,29,67,2,8,8,35,0,1,150,1,0,0,1,0,0,0
2,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,61,9,1,5,0,1,1,1,0,0,6,26,0,8,5,14,2,0,25,72,0,7,9,34,0,0,589,5,1,0,6,0,0,0
3,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,83,24,3,12,0,1,1,7,0,0,4,31,0,8,10,28,0,2,21,82,0,1,3,35,0,0,1406,32,4,0,36,0,0,0
4,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,89,10,1,5,0,0,0,4,0,0,5,34,0,5,6,31,0,8,14,82,0,0,0,32,0,0,1167,59,3,0,62,0,0,0
5,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,63,33,8,10,2,4,1,7,0,1,9,21,4,2,3,23,0,1,12,89,2,4,1,31,0,1,1039,68,1,0,69,0,0,0
6,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,100,15,3,6,0,1,1,4,0,0,9,26,1,9,10,44,0,1,6,89,0,3,1,29,0,0,1317,36,3,0,39,0,0,0
7,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,51,36,6,10,0,6,4,9,0,1,6,21,0,2,9,13,0,0,6,93,0,6,4,30,0,1,1189,76,1,0,77,0,0,0
8,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,70,9,1,0,0,1,2,5,0,0,6,20,4,0,10,27,0,3,2,90,0,1,4,31,0,0,1028,30,2,0,32,0,0,0
9,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,1825,70,0,0.98,0.01,0.6676079717550942,0.001,0.5,50,72,36,6,12,0,2,4,12,0,0,9,25,1,6,7,18,0,6,6,98,0,2,4,35,0,0,939,51,1,0,52,0,0,0
