day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied A-,num supplied A+,num supplied B-,num supplied B+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests A-,num requests A+,num requests B-,num requests B+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num A- in inventory,num A+ in inventory,num B- in inventory,num B+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D,num mismatches C,num mismatches c,num mismatches E,num mismatches e,num mismatches K
11,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.946354579813443,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1511.0,25,1,0.0,26,0,0,0,0,0,0,0,0
12,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9416228069143757,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1740.0,29,0,0.0,29,0,0,0,0,0,0,0,0
13,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9369146928798039,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1560.8119,26,0,0.0,26,0,0,0,1,1,1,1,1
14,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9322301194154049,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1860.0,31,0,0.0,31,0,0,0,0,0,0,0,0
15,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9275689688183278,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1451.0,24,1,0.0,25,0,0,0,0,0,0,0,0
16,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9229311239742362,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.0,24,0,0.0,24,0,0,0,0,0,0,0,0
17,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.918316468354365,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1140.2395000000001,19,0,0.0,19,0,0,0,0,0,1,0,0
18,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9137248860125932,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1560.2740000000001,26,0,0.0,26,0,0,0,1,0,1,0,0
19,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9091562615825302,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1560.3838,26,0,0.0,26,0,0,0,0,0,0,0,1
20,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9046104802746175,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1522.0,25,2,0.0,27,0,0,0,0,0,0,0,0
21,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.9000874278732445,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680.0,28,0,0.0,28,0,0,0,0,0,0,0,0
22,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8955869907338783,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2842.0344999999998,47,2,0.0,49,0,0,0,1,0,0,0,0
23,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8911090557802088,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.2395,24,0,0.0,24,0,0,0,0,0,1,0,0
24,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8866535105013078,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2700.2395,45,0,0.0,45,0,0,0,0,0,1,0,0
25,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8822202429488013,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1691.31,28,1,0.0,29,0,0,0,0,1,1,0,0
26,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8778091417340573,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2280.0,38,0,0.0,38,0,0,0,0,0,0,0,0
27,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8734200960253871,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1511.0345,25,1,0.0,26,0,0,0,1,0,0,0,0
28,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8690529955452602,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2400.0,40,0,0.0,40,0,0,0,0,0,0,0,0
29,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8647077305675338,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1980.0,33,0,0.0,33,0,0,0,0,0,0,0,0
30,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8603841919146962,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1800.0,30,0,0.0,30,0,0,0,0,0,0,0,0
31,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8560822709551227,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2220.2395,37,0,0.0,37,0,0,0,0,0,1,0,0
32,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.851801859600347,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1260.0345,21,0,0.0,21,0,0,0,1,0,0,0,0
33,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8475428503023453,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2171.0,36,1,0.0,37,0,0,0,0,0,0,0,0
34,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8433051360508336,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3690.0,24,0,2250.0,24,0,0,0,0,0,0,0,0
35,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8390886103705794,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2100.0,35,0,0.0,35,0,0,0,0,0,0,0,0
36,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8348931673187264,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1582.0,26,2,0.0,28,0,0,0,0,0,0,0,0
37,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8307187014821328,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2291.2395,38,1,0.0,39,0,0,0,0,0,1,0,0
38,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8265651079747222,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1140.0,19,0,0.0,19,0,0,0,0,0,0,0,0
39,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8224322824348486,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2184.0344999999998,34,0,144.0,34,0,0,0,1,0,0,0,0
40,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8183201210226743,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1432.6233000000002,23,0,52.0,23,0,0,0,0,0,1,0,1
41,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8142285204175609,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2345.2395,36,0,185.0,36,0,0,0,0,0,1,0,0
42,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.810157377815473,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1380.3838,23,0,0.0,23,0,0,0,0,0,0,0,1
43,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8061065909263957,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2086.0071,33,0,105.0,33,0,0,0,0,0,1,0,2
44,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.8020760579717637,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1320.0,22,0,0.0,22,0,0,0,0,0,0,0,0
45,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.798065677681905,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1984.0,32,0,64.0,32,0,0,0,0,0,0,0,0
46,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7940753492934954,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1740.4183,29,0,0.0,29,0,0,0,1,0,0,0,1
47,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7901049725470279,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2809.6938,46,0,49.0,46,0,0,0,0,1,1,0,1
48,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7861544476842928,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1560.5855000000001,26,0,0.0,26,0,0,0,1,0,0,2,1
49,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7822236754458713,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3228.3838,52,0,108.0,52,0,0,0,0,0,0,0,1
50,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.778312557068642,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1620.274,27,0,0.0,27,0,0,0,1,0,1,0,0
51,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7744209942832988,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2120.0,35,0,20.0,35,0,0,0,0,0,0,0,0
52,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7705488893118823,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1980.0,33,0,0.0,33,0,0,0,0,0,0,0,0
53,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7666961448653229,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1599.0,25,0,99.0,25,0,0,0,0,0,0,0,0
54,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7628626641409962,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1631.2395000000001,27,1,0.0,28,0,0,0,0,0,1,0,0
55,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7590483508202912,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1575.0,25,0,75.0,25,0,0,0,0,0,0,0,0
56,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7552531090661897,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1381.2186,23,0,0.0,23,0,0,0,0,3,1,0,2
57,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7514768435208588,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1715.0,27,1,84.0,28,0,0,0,0,0,0,0,0
58,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7477194593032545,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2341.2466000000004,39,0,0.0,39,0,0,0,0,0,2,0,2
59,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7439808620067382,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1320.3838,22,0,0.0,22,0,0,0,0,0,0,0,1
60,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7402609576967045,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1285.0345,21,0,25.0,21,0,0,0,1,0,0,0,0
61,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.736559652908221,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1682.7185,27,0,62.0,27,0,0,0,0,0,3,0,0
62,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7328768546436799,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1992.4107999999999,33,1,0.0,34,0,0,0,2,0,4,0,1
63,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7292124703704616,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1161.8381,19,0,21.0,19,0,0,0,0,1,0,0,2
64,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7255664080186093,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1560.3838,26,0,0.0,26,0,0,0,0,0,0,0,1
65,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7219385759785162,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1721.2395,28,1,30.0,29,0,0,0,0,0,1,0,0
66,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7183288830986236,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1140.0,19,0,0.0,19,0,0,0,0,0,0,0,0
67,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7147372386831305,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2460.0705,39,0,120.0,39,0,0,0,0,1,0,0,0
68,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7111635524897149,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1620.0,27,0,0.0,27,0,0,0,0,0,0,0,0
69,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7076077347272662,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3442.6938,27,0,1822.0,27,0,0,0,0,1,1,0,1
70,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7040696960536299,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680.0,28,0,0.0,28,0,0,0,0,0,0,0,0
71,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.7005493475733617,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1503.0,24,1,52.0,25,0,0,0,0,0,0,0,0
72,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.697046600835495,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1660.3838,27,1,29.0,28,0,0,0,0,0,0,0,1
73,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6935613678313175,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1786.4528,29,1,35.0,30,0,0,0,2,0,0,0,1
74,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6900935609921609,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1480.3838,23,0,100.0,23,0,0,0,0,0,0,0,1
75,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6866430931872001,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2160.8381,36,0,0.0,36,0,0,0,0,1,0,0,2
76,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6832098777212641,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1776.3838,26,0,216.0,26,0,0,0,0,0,0,0,1
77,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6797938283326578,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1800.0,30,0,0.0,30,0,0,0,0,0,0,0,0
78,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6763948591909945,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024.0,16,0,64.0,16,0,0,0,0,0,0,0,0
79,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6730128848950395,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680.3838,28,0,0.0,28,0,0,0,0,0,0,0,1
80,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6696478204705644,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-870.31,14,0,30.0,14,0,0,0,0,1,1,0,0
81,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6662995813682115,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1380.0,23,0,0.0,23,0,0,0,0,0,0,0,0
82,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6629680834613705,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1349.6233,21,0,89.0,21,0,0,0,0,0,1,0,1
83,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6596532430440636,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1440.7643,24,0,0.0,24,0,0,0,0,2,1,0,1
84,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,365,70,0,0.995,0.01,0.6563549768288433,0.1,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1905.0345,29,0,165.0,29,0,0,0,1,0,0,0,0
