day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,125,150,28,58,4,5,15,37,0,3,11,45,5,1,9,51,0,3,28,58,4,5,15,37,0,3,-4311,0.0,86,1,0,87,0,0,0
1,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,48,0,0,0,0,0,0,0,0,0,6,13,0,3,5,16,0,5,0,56,2,4,13,34,0,2,-1983,0.0,39,3,0,42,0,0,0
2,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,83,48,6,18,1,6,1,15,0,1,2,28,0,11,5,30,3,4,6,70,1,9,13,48,0,3,-3533,0.0,70,3,0,73,0,0,0
3,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,63,0,0,0,0,0,0,0,0,0,7,16,0,3,2,30,4,1,0,69,0,8,12,48,0,0,-3050,0.0,61,0,0,61,0,0,0
4,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,23,15,4,7,0,0,3,1,0,0,2,5,0,4,6,6,0,0,4,75,0,8,14,49,0,0,-2884,0.0,15,0,2134,15,0,0,0
5,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,15,88,14,31,1,7,7,26,0,2,0,9,0,1,0,3,0,2,14,56,1,13,11,42,0,2,-50,0.0,1,0,0,1,0,0,0
6,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,27,0,0,0,0,0,0,0,0,0,1,18,0,0,2,5,0,1,1,55,1,13,11,42,0,2,-2173,0.0,23,0,1023,23,0,0,0
7,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,35,66,12,20,0,2,5,26,0,1,4,18,4,0,0,9,0,0,12,58,0,9,15,53,0,3,-1061,0.0,21,1,0,22,0,0,0
8,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,31,0,0,0,0,0,0,0,0,0,6,8,0,4,0,10,0,3,0,57,0,9,15,53,0,2,-1572,0.0,26,0,272,26,0,0,0
9,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,42,27,2,7,2,1,3,12,0,0,1,25,2,4,0,7,0,3,2,58,2,10,15,62,0,1,-4381,0.0,32,3,2748,35,0,0,0
10,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,74,51,5,21,2,0,6,16,0,1,6,28,0,2,10,24,1,3,5,48,2,3,14,54,0,1,-2722,0.0,54,2,0,56,0,0,0
11,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,54,0,0,0,0,0,0,0,0,0,4,16,0,5,7,21,0,1,0,46,0,2,10,49,0,0,-4645,0.0,50,0,2145,50,0,0,0
12,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,39,84,13,26,2,7,6,30,0,0,6,18,4,2,4,5,0,0,13,54,2,8,15,58,0,0,-972,0.0,19,2,0,21,0,0,0
13,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,44,0,0,0,0,0,0,0,0,0,0,18,0,2,5,17,2,0,0,52,1,7,13,57,0,0,-2533,0.0,38,0,633,38,0,0,0
14,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,28,40,11,8,1,2,5,13,0,0,2,8,1,3,0,13,0,1,11,55,2,7,16,59,0,0,-1925,0.0,15,0,1175,15,0,0,0
15,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,67,25,4,8,1,4,1,7,0,0,5,23,2,4,9,22,0,2,4,42,3,10,12,50,0,0,-2644,0.0,52,4,0,56,0,0,0
16,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,82,24,2,13,0,1,0,7,0,1,0,22,2,6,9,35,3,5,2,54,0,8,12,53,0,1,-7711,0.0,67,3,4328,70,0,0,0
17,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,64,60,7,21,1,1,8,19,2,1,1,23,2,1,6,31,0,0,7,50,1,8,14,46,2,1,-2444,0.0,48,4,0,52,0,0,0
18,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,50,0,0,0,0,0,0,0,0,0,8,16,1,1,1,17,0,6,0,48,1,5,13,46,0,0,-3433,0.0,45,3,1150,48,0,0,0
19,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,17,65,11,21,2,2,8,20,0,1,0,6,0,0,0,11,0,0,11,63,2,3,17,53,0,1,-417,0.0,3,1,256,4,0,0,0
20,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,14,0,0,0,0,0,0,0,0,0,0,6,0,2,2,3,0,1,0,55,2,3,16,46,0,0,-930,0.0,13,0,280,13,0,0,0
21,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,67,49,12,12,0,2,4,17,1,1,13,20,0,3,8,20,3,0,12,54,1,5,20,56,1,1,-4968,0.0,40,2,2946,42,0,0,0
22,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,60,31,4,11,0,4,1,11,0,0,0,10,0,9,5,28,0,8,4,44,0,5,13,48,0,1,-2650,0.0,53,0,0,53,0,0,0
23,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,31,15,3,4,0,1,2,5,0,0,2,17,0,2,5,5,0,0,3,47,0,6,14,53,0,0,-2714,0.0,26,0,1414,26,0,0,0
24,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,64,65,8,23,0,3,8,21,0,2,3,24,7,4,11,15,0,0,8,50,0,9,15,54,0,2,-2400,0.0,48,0,0,48,0,0,0
25,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,30,0,0,0,0,0,0,0,0,0,0,10,0,5,2,11,0,2,0,50,0,8,13,51,0,0,-2273,0.0,29,0,823,29,0,0,0
26,True,reg_8,request_scratch,cau100_afr0_asi0_8,regional_8,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,19,56,6,27,0,2,3,15,0,3,0,6,0,0,0,13,0,0,6,65,0,10,14,52,0,3,-993,0.0,10,0,493,10,0,0,0
