day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,70,150,22,71,2,7,8,37,2,1,9,21,0,5,1,30,2,2,22,71,2,7,8,37,2,1,-2800,0.0,56,0,0,56,0,0,0
1,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,59,0,0,0,0,0,0,0,0,0,0,18,0,0,4,34,0,3,21,71,1,0,6,36,0,1,-2450,0.0,49,0,0,49,0,0,0
2,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,100,24,5,8,1,1,3,6,0,0,7,36,0,4,9,37,1,6,24,77,1,1,7,40,0,0,-4211,0.0,84,1,0,85,0,0,0
3,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,67,0,0,0,0,0,0,0,0,0,4,29,0,0,7,26,0,1,18,75,0,0,5,36,0,0,-3050,0.0,61,0,0,61,0,0,0
4,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,54,22,5,11,0,3,0,3,0,0,6,18,0,6,4,15,2,3,22,84,0,3,4,37,0,0,-7932,0.0,47,1,5571,48,0,0,0
5,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,60,90,13,35,1,8,7,26,0,0,3,21,0,9,3,19,0,5,23,54,1,8,10,35,0,0,-2250,0.0,45,0,0,45,0,0,0
6,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,30,0,0,0,0,0,0,0,0,0,2,15,0,0,4,6,0,3,21,54,0,0,8,33,0,0,-1872,0.0,28,0,472,28,0,0,0
7,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,49,50,4,18,0,4,3,21,0,0,5,17,0,7,2,18,0,0,22,64,0,4,10,50,0,0,-2100,0.0,42,0,0,42,0,0,0
8,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,71,0,0,0,0,0,0,0,0,0,3,37,0,5,4,20,0,2,21,63,0,0,10,49,0,0,-4148,0.0,64,0,948,64,0,0,0
9,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,56,25,6,7,0,2,0,8,1,1,0,28,0,4,0,21,0,3,23,60,0,2,8,55,1,1,-6965,0.0,51,0,4415,51,0,0,0
10,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,67,62,13,19,2,4,3,20,0,1,4,16,2,7,3,35,0,0,23,44,2,4,6,49,0,1,-2550,0.0,51,0,0,51,0,0,0
11,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,50,0,0,0,0,0,0,0,0,0,4,16,6,1,1,18,0,4,17,43,2,0,3,48,0,0,-4090,0.0,45,0,1840,45,0,0,0
12,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,14,78,15,33,0,3,4,21,0,2,1,4,0,0,4,5,0,0,32,59,0,3,5,49,0,2,-550,0.0,11,0,0,11,0,0,0
13,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,13,0,0,0,0,0,0,0,0,0,1,2,2,0,0,6,0,2,32,59,0,0,5,49,0,2,-897,0.0,13,0,247,13,0,0,0
14,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,37,22,1,9,0,4,3,5,0,0,0,14,0,2,3,15,1,2,29,61,0,4,8,46,0,2,-3470,0.0,31,0,1920,31,0,0,0
15,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,37,39,3,17,0,1,1,17,0,0,2,16,0,4,3,12,0,0,19,59,0,1,8,43,0,2,-1661,0.0,33,1,0,34,0,0,0
16,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,25,0,0,0,0,0,0,0,0,0,6,8,1,0,0,8,0,2,17,59,0,0,8,43,0,1,-2856,0.0,22,0,1756,22,0,0,0
17,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,39,94,20,34,1,3,8,26,1,1,6,12,0,2,2,17,0,0,24,60,1,3,12,48,1,1,-1500,0.0,30,0,0,30,0,0,0
18,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,43,0,0,0,0,0,0,0,0,0,0,9,0,2,2,29,0,1,22,59,1,0,11,46,1,1,-2322,0.0,37,1,461,38,0,0,0
