day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,71,150,31,51,2,7,11,43,0,5,3,34,0,7,3,22,0,2,31,51,2,7,11,43,0,5,-1222,0.0,24,2,0,26,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,44,0,0,0,0,0,0,0,0,0,1,25,0,1,4,11,0,2,23,46,0,0,1,33,0,0,-1422,0.0,28,2,0,30,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,113,63,9,29,0,3,2,20,0,0,10,44,0,13,6,31,3,6,25,72,0,3,2,48,0,0,-3822,0.0,76,2,0,78,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,99,0,0,0,0,0,0,0,0,0,5,45,0,2,4,37,2,4,15,62,0,0,0,36,0,0,-3522,0.0,70,2,0,72,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,56,66,10,24,1,6,4,21,0,0,2,16,0,3,4,27,2,2,11,80,1,6,4,48,0,0,-2803,0.0,25,2,1531,27,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,25,3,0,0,0,0,1,2,0,0,1,16,0,0,0,4,0,4,4,53,0,0,1,43,0,0,-900,0.0,18,0,0,18,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,22,54,10,21,0,3,1,15,1,3,0,9,0,2,4,7,0,0,12,73,0,3,1,55,1,3,-1283,0.0,6,5,928,11,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,53,13,0,6,0,0,2,5,0,0,0,14,2,6,2,27,0,2,9,51,0,0,2,43,0,0,-1950,0.0,39,0,0,39,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,66,48,9,12,2,1,3,20,0,1,1,31,0,8,4,19,0,3,13,60,2,1,3,59,0,1,-4144,0.0,38,2,2222,40,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,78,31,3,13,0,0,2,13,0,0,7,26,1,8,2,30,2,2,6,52,0,0,2,55,0,0,-3058,0.0,61,0,8,61,0,0,0
10,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,75,26,4,10,0,0,2,10,0,0,2,17,2,19,8,25,0,2,4,60,0,0,2,58,0,0,-4791,0.0,60,1,1780,61,0,0,0
11,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,57,41,7,18,1,2,3,9,1,0,2,15,2,6,9,19,0,4,7,59,1,2,3,57,1,0,-2185,0.0,36,2,363,38,0,0,0
12,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,34,15,2,5,0,2,1,5,0,0,0,13,0,4,6,5,4,2,4,58,0,2,1,56,0,0,-1991,0.0,21,0,941,21,0,0,0
13,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,23,57,15,14,2,5,2,17,0,2,2,5,4,4,1,7,0,0,15,60,2,5,2,54,0,2,-756,0.0,4,3,523,7,0,0,0
14,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,62,3,0,2,0,1,0,0,0,0,5,25,1,12,2,15,0,2,12,49,0,1,1,41,0,1,-3187,0.0,44,0,987,44,0,0,0
15,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,69,71,12,27,1,2,5,21,1,2,7,30,0,0,3,25,2,2,19,66,1,2,5,52,1,2,-3187,0.0,36,1,1376,37,0,0,0
16,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,76,0,0,0,0,0,0,0,0,0,2,30,1,4,13,21,0,5,10,48,0,0,1,43,0,0,-3038,0.0,55,5,233,60,0,0,0
17,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,94,69,10,22,0,4,4,26,1,2,4,30,1,9,12,38,0,0,14,62,0,4,4,63,1,2,-4516,0.0,60,1,1505,61,0,0,0
18,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,55,0,0,0,0,0,0,0,0,0,3,13,0,10,5,24,0,0,7,51,0,0,0,47,0,0,-2033,0.0,40,2,11,42,0,0,0
19,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,23,60,16,14,1,4,1,24,0,0,4,8,0,2,0,9,0,0,19,58,1,4,1,67,0,0,-1411,0.0,11,1,850,12,0,0,0
20,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,33,0,0,0,0,0,0,0,0,0,0,8,0,0,4,21,0,0,17,36,0,0,0,50,0,0,-1150,0.0,23,0,0,23,0,0,0
21,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,67,57,10,18,0,3,3,22,1,0,2,29,0,7,5,22,0,2,23,51,0,3,3,69,1,0,-3885,0.0,36,3,2052,39,0,0,0
22,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,116,5,1,3,0,1,0,0,0,0,14,41,2,2,7,48,0,2,18,35,0,1,0,46,0,0,-3611,0.0,72,1,0,73,0,0,0
23,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,149,90,20,20,2,7,6,31,2,2,4,45,3,1,15,76,0,5,22,37,2,7,6,68,2,2,-5598,0.0,86,2,1276,88,0,0,0
24,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,90,8,1,4,0,0,2,0,1,0,1,42,0,6,2,37,0,2,9,27,0,0,2,52,1,0,-3250,0.0,65,0,0,65,0,0,0
