day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,53,150,19,53,2,13,13,50,0,0,3,14,2,4,2,26,2,0,19,53,2,13,13,50,0,0,-999,0.0,18,9,0,27,0,0,0
1,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,33,0,0,0,0,0,0,0,0,0,4,15,0,0,1,11,2,0,15,50,0,0,7,43,0,0,-1150,0.0,23,0,0,23,0,0,0
2,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,95,45,5,20,0,0,1,19,0,0,8,39,2,6,2,27,0,11,17,69,0,0,5,59,0,0,-2911,0.0,58,1,0,59,0,0,0
3,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,32,0,0,0,0,0,0,0,0,0,0,9,3,0,1,14,0,5,3,61,0,0,0,49,0,0,-1033,0.0,20,3,0,23,0,0,0
4,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,38,49,12,19,0,4,1,13,0,0,4,17,1,3,2,6,0,5,12,73,0,4,1,60,0,0,-3409,0.0,23,0,2259,23,0,0,0
5,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,32,35,7,16,1,1,3,7,0,0,3,8,0,1,1,14,0,5,13,55,1,1,3,39,0,0,-711,0.0,14,1,0,15,0,0,0
6,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,49,27,3,10,1,1,4,8,0,0,5,20,0,0,2,18,0,4,6,60,1,1,7,46,0,0,-3073,0.0,33,0,1423,33,0,0,0
7,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,38,46,4,24,0,3,3,11,1,0,0,18,0,2,2,10,2,4,8,69,0,3,6,39,1,0,-883,0.0,17,3,0,20,0,0,0
8,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,43,7,3,1,0,0,1,2,0,0,0,16,0,9,6,12,0,0,3,67,0,0,5,37,0,0,-2219,0.0,26,2,897,28,0,0,0
9,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,52,68,10,26,1,5,5,20,0,1,2,19,2,14,2,11,0,2,10,77,1,5,5,48,0,1,-1843,0.0,21,2,771,23,0,0,0
10,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,70,0,0,0,0,0,0,0,0,0,1,27,2,8,0,26,0,6,4,61,0,0,3,38,0,0,-3119,0.0,49,1,658,50,0,0,0
11,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,33,67,13,23,2,7,2,20,0,0,1,14,1,6,0,11,0,0,13,74,2,7,2,52,0,0,-1625,0.0,12,1,1014,13,0,0,0
12,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,33,0,0,0,0,0,0,0,0,0,2,13,0,2,2,11,0,3,7,50,1,0,1,42,0,0,-1145,0.0,22,1,34,23,0,0,0
13,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,45,60,8,24,1,3,6,17,0,1,8,12,0,4,0,21,0,0,12,72,1,3,6,55,0,1,-3116,0.0,26,0,1816,26,0,0,0
14,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,37,7,0,4,1,1,1,0,0,0,0,16,4,1,6,10,0,0,6,51,1,1,4,37,0,0,-1072,0.0,21,2,0,23,0,0,0
15,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,65,61,9,22,2,1,5,21,1,0,3,26,2,2,4,27,0,1,12,70,2,1,8,51,1,0,-3649,0.0,38,0,1749,38,0,0,0
16,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,82,3,0,1,0,0,0,2,0,0,8,30,1,9,6,28,0,0,6,51,0,0,2,40,0,0,-3083,0.0,61,3,0,64,0,0,0
17,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,75,69,10,23,1,6,3,25,1,0,6,20,4,3,1,33,6,2,11,67,1,6,3,58,1,0,-3803,0.0,45,0,1553,45,0,0,0
18,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,40,0,0,0,0,0,0,0,0,0,3,9,0,2,4,22,0,0,5,50,0,0,0,48,0,0,-1292,0.0,25,1,31,26,0,0,0
19,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,37,62,9,25,0,3,4,21,0,0,3,10,5,7,2,8,0,2,9,68,0,3,4,66,0,0,-2471,0.0,24,1,1260,25,0,0,0
