day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,41,150,24,50,2,12,16,44,0,2,8,14,0,2,2,14,1,0,24,50,2,12,16,44,0,2,-366,0.0,6,6,0,12,0,0,0
1,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,41,0,0,0,0,0,0,0,0,0,2,6,0,6,9,18,0,0,15,44,0,5,12,39,0,0,-994,0.0,19,4,0,23,0,0,0
2,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,70,57,7,20,2,4,4,19,0,1,3,25,1,4,6,28,1,2,20,61,2,4,9,53,0,1,-1861,0.0,37,1,0,38,0,0,0
3,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,61,0,0,0,0,0,0,0,0,0,6,21,0,6,2,24,0,2,16,53,0,0,2,46,0,0,-2350,0.0,47,0,0,47,0,0,0
4,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,40,47,6,17,2,1,6,15,0,0,6,11,0,0,2,18,0,3,16,68,2,1,6,57,0,0,-3226,0.0,22,1,2115,23,0,0,0
5,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,22,28,5,13,1,2,3,4,0,0,1,9,0,3,1,8,0,0,18,50,1,2,3,38,0,0,-700,0.0,14,0,0,14,0,0,0
6,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,22,22,4,6,2,1,1,8,0,0,1,7,0,2,4,7,0,1,21,53,2,1,3,46,0,0,-1373,0.0,10,2,851,12,0,0,0
7,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,59,52,7,27,0,3,2,10,0,3,4,17,3,0,2,30,0,3,22,63,1,3,2,37,0,3,-1583,0.0,31,3,0,34,0,0,0
8,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,86,3,1,0,0,0,0,2,0,0,3,37,2,0,9,35,0,0,15,58,0,0,0,33,0,0,-4064,0.0,59,0,1114,59,0,0,0
9,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,65,76,7,24,0,5,2,35,0,3,4,31,0,2,5,21,0,2,13,70,0,5,2,54,0,3,-2690,0.0,39,1,729,40,0,0,0
10,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,70,0,0,0,0,0,0,0,0,0,6,27,0,9,7,19,2,0,5,57,0,0,0,51,0,0,-2829,0.0,51,1,268,52,0,0,0
11,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,31,57,9,23,0,4,4,15,0,2,2,14,1,3,2,9,0,0,9,74,0,4,4,57,0,2,-1527,0.0,13,0,877,13,0,0,0
12,True,reg_5,request_scratch,cau100_afr0_asi0_5,regional_5,50,150,912,70,0,1,0.01,0.8,0.001,0.98,50,20,0,0,0,0,0,0,0,0,0,0,3,5,1,3,5,0,3,8,47,0,0,1,52,0,1,-801,0.0,15,1,40,16,0,0,0
