day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,86,150,27,55,1,9,7,49,0,2,10,31,4,8,8,19,3,3,27,55,1,9,7,49,0,2,-3322,0.0,66,2,0,68,0,0,0
1,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,39,0,0,0,0,0,0,0,0,0,5,12,0,0,5,16,0,1,26,54,0,0,3,47,0,0,-1800,0.0,36,0,0,36,0,0,0
2,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,112,23,5,10,0,0,2,6,0,0,12,39,1,13,10,28,1,8,29,64,0,0,5,52,0,0,-5000,0.0,100,0,0,100,0,0,0
3,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,81,0,0,0,0,0,0,0,0,0,7,29,2,6,2,33,0,2,26,61,0,0,2,49,0,0,-3850,0.0,77,0,0,77,0,0,0
4,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,76,16,2,6,1,0,0,7,0,0,8,20,0,7,4,28,6,3,27,65,1,0,2,55,0,0,-11963,0.0,72,0,8363,72,0,0,0
5,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,35,99,15,33,0,11,5,32,0,3,3,9,0,1,4,18,0,0,22,49,0,11,5,45,0,3,-855,0.0,16,5,0,21,0,0,0
6,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,7,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,21,48,0,0,3,44,0,0,-421,0.0,6,0,121,6,0,0,0
7,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,58,52,6,15,1,5,5,18,0,2,13,15,1,5,0,24,0,0,23,54,1,5,8,57,0,2,-2311,0.0,46,1,0,47,0,0,0
8,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,96,0,0,0,0,0,0,0,0,0,6,41,1,7,9,28,0,4,22,52,0,0,8,56,0,0,-5050,0.0,87,1,689,88,0,0,0
9,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,91,24,3,9,0,0,3,7,1,1,6,39,0,8,6,29,0,3,24,57,0,0,10,57,1,1,-11226,0.0,82,1,7115,83,0,0,0
10,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,77,62,12,21,2,3,5,19,0,0,6,26,0,3,2,34,2,4,21,45,2,3,13,44,0,0,-3250,0.0,65,0,0,65,0,0,0
11,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,53,0,0,0,0,0,0,0,0,0,3,20,0,3,4,21,0,2,19,42,2,0,10,43,0,0,-4297,0.0,50,1,1786,51,0,0,0
12,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,51,70,12,18,4,3,10,22,0,1,8,10,2,5,5,16,0,5,27,48,5,3,18,48,0,1,-2161,0.0,43,1,0,44,0,0,0
13,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,23,0,0,0,0,0,0,0,0,0,2,8,0,1,0,10,2,0,27,46,4,0,17,48,0,0,-1417,0.0,19,3,434,22,0,0,0
14,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,40,30,5,8,1,3,2,10,0,1,1,13,0,3,2,18,0,3,29,47,2,3,17,51,0,1,-3970,0.0,35,0,2220,35,0,0,0
15,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,65,33,4,11,3,3,3,8,0,1,5,21,0,9,4,20,2,4,21,37,5,3,15,40,0,2,-2372,0.0,47,2,0,49,0,0,0
16,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,61,18,3,7,0,1,1,6,0,0,7,16,4,10,6,16,0,2,21,41,1,1,14,45,0,0,-5644,0.0,53,1,2983,54,0,0,0
17,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,56,65,10,26,0,5,2,20,0,2,11,19,0,3,0,20,0,3,22,52,0,5,8,44,0,2,-2061,0.0,41,1,0,42,0,0,0
18,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,49,0,0,0,0,0,0,0,0,0,2,11,2,6,6,20,0,2,19,51,0,0,5,43,0,0,-3173,0.0,47,0,823,47,0,0,0
19,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,9,50,10,18,0,3,3,15,0,1,0,3,0,0,3,3,0,0,27,62,0,3,8,49,0,1,-470,0.0,5,0,220,5,0,0,0
20,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,12,0,0,0,0,0,0,0,0,0,3,4,0,0,1,4,0,0,23,51,0,0,6,41,0,1,-804,0.0,12,0,204,12,0,0,0
21,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,44,45,10,14,1,6,3,11,0,0,7,19,0,5,0,13,0,0,30,58,1,6,8,46,0,1,-4090,0.0,32,0,2490,32,0,0,0
22,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,55,28,5,6,0,3,2,10,1,1,2,22,2,2,4,22,0,1,25,38,0,3,8,36,1,1,-2311,0.0,46,1,0,47,0,0,0
23,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,69,24,1,13,1,0,3,6,0,0,2,26,0,4,3,31,1,2,26,50,1,0,10,40,0,0,-5677,0.0,60,1,2666,61,0,0,0
24,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,87,43,6,16,0,3,3,14,0,1,9,31,2,8,7,28,2,0,22,49,0,3,11,41,0,1,-3661,0.0,73,1,0,74,0,0,0
25,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,59,0,0,0,0,0,0,0,0,0,2,25,0,3,3,23,1,2,20,48,0,0,7,38,0,0,-4181,0.0,52,0,1581,52,0,0,0
26,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,55,67,8,22,0,5,8,20,0,4,4,24,0,0,3,15,2,7,20,57,0,5,14,50,0,4,-3258,0.0,44,0,1058,44,0,0,0
27,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,22,0,0,0,0,0,0,0,0,0,4,11,2,0,3,2,0,0,15,51,0,0,11,40,0,4,-1394,0.0,19,1,433,20,0,0,0
28,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,49,51,13,15,0,0,3,18,0,2,2,18,0,5,8,16,0,0,26,53,0,0,14,52,0,5,-3874,0.0,43,1,1713,44,0,0,0
29,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,53,0,0,0,0,0,0,0,0,0,6,17,0,3,4,21,0,2,21,37,0,0,11,38,0,4,-2250,0.0,45,0,0,45,0,0,0
30,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,51,47,10,18,0,6,2,10,0,1,0,20,0,9,3,19,0,0,30,53,0,6,12,44,0,5,-3928,0.0,32,2,2306,34,0,0,0
31,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,61,18,3,8,0,0,1,6,0,0,3,26,2,11,3,14,2,0,26,41,0,0,6,34,0,2,-2900,0.0,58,0,0,58,0,0,0
32,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,33,26,6,9,0,0,1,9,0,1,2,3,0,6,4,15,0,3,30,49,0,0,7,43,0,3,-2943,0.0,29,1,1482,30,0,0,0
33,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,20,39,7,15,0,4,0,12,0,1,0,8,0,3,0,7,0,2,26,50,0,4,4,37,0,3,-761,0.0,15,1,0,16,0,0,0
34,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,41,0,0,0,0,0,0,0,0,0,2,15,0,2,1,20,0,1,26,50,0,0,4,37,0,2,-3497,0.0,38,0,1597,38,0,0,0
35,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,47,72,8,38,1,3,3,19,0,0,0,20,0,4,2,20,1,0,24,70,1,3,5,46,0,1,-2763,0.0,40,1,752,41,0,0,0
36,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,55,0,0,0,0,0,0,0,0,0,6,11,0,3,8,22,1,4,21,62,0,0,4,40,0,1,-3778,0.0,50,0,1278,50,0,0,0
37,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,60,48,14,12,0,4,1,15,1,1,2,22,0,6,6,20,0,4,29,65,0,4,4,46,1,1,-4285,0.0,47,1,1924,48,0,0,0
38,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,44,0,0,0,0,0,0,0,0,0,5,10,5,6,6,10,0,2,22,50,0,0,2,34,0,0,-2100,0.0,42,0,0,42,0,0,0
39,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,20,44,7,16,1,2,0,17,1,0,2,4,0,5,1,8,0,0,28,66,1,2,1,51,1,0,-2141,0.0,17,1,1280,18,0,0,0
