day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,71,150,31,51,2,7,11,43,0,5,3,34,0,7,3,22,0,2,31,51,2,7,11,43,0,5,-2461,0.0,49,1,0,50,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,44,0,0,0,0,0,0,0,0,0,1,25,0,1,4,11,0,2,26,51,1,0,10,39,0,1,-1861,0.0,37,1,0,38,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,113,29,3,14,0,1,2,9,0,0,10,44,0,13,6,31,3,6,28,64,0,1,12,45,0,0,-5100,0.0,102,0,0,102,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,99,0,0,0,0,0,0,0,0,0,5,45,0,2,4,37,2,4,28,60,0,0,11,40,0,0,-4400,0.0,88,0,0,88,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,56,22,4,9,0,1,0,8,0,0,2,16,0,3,4,27,2,2,28,68,0,1,9,44,0,0,-7763,0.0,47,0,5413,47,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,25,80,12,30,1,7,5,25,0,0,1,16,0,0,0,4,0,4,19,53,1,7,7,42,0,0,-700,0.0,14,0,0,14,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,22,0,0,0,0,0,0,0,0,0,0,9,0,2,4,7,0,0,17,51,1,0,7,42,0,0,-1495,0.0,20,0,495,20,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,53,56,10,21,0,3,1,17,1,3,0,14,2,6,2,27,0,2,26,60,1,3,6,50,1,3,-2100,0.0,42,0,0,42,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,66,0,0,0,0,0,0,0,0,0,1,31,0,8,4,19,0,3,25,58,0,0,4,49,0,3,-4145,0.0,63,0,995,63,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,78,28,4,8,0,1,3,12,0,0,7,26,1,8,2,30,2,2,26,59,0,1,7,54,0,3,-8592,0.0,69,0,5142,69,0,0,0
10,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,75,45,6,16,2,0,2,18,0,1,2,17,2,19,8,25,0,2,20,45,2,0,5,47,0,4,-2961,0.0,59,1,0,60,0,0,0
11,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,57,1,0,1,0,0,0,0,0,0,2,15,2,6,9,19,0,4,13,45,0,0,5,45,0,0,-4708,0.0,53,1,2047,54,0,0,0
12,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,34,80,12,34,1,0,7,25,1,0,0,13,0,4,6,5,4,2,22,59,1,0,11,55,1,0,-1500,0.0,30,0,0,30,0,0,0
13,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,23,0,0,0,0,0,0,0,0,0,2,5,4,4,1,7,0,0,21,58,1,0,10,54,1,0,-1456,0.0,20,0,456,20,0,0,0
14,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,62,27,5,9,0,5,1,7,0,0,5,25,1,12,2,15,0,2,23,60,1,5,10,50,1,0,-4541,0.0,45,0,2291,45,0,0,0
15,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,69,28,7,5,1,3,2,10,0,0,7,30,0,0,3,25,2,2,24,49,1,3,9,42,0,0,-3092,0.0,61,0,42,61,0,0,0
16,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,76,6,1,2,0,0,0,3,0,0,2,30,1,4,13,21,0,5,24,49,0,0,8,45,0,0,-9233,0.0,74,0,5533,74,0,0,0
17,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,94,92,18,33,2,4,5,25,1,4,4,30,1,9,12,38,0,0,31,49,2,4,8,45,1,4,-3783,0.0,75,3,0,78,0,0,0
18,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,55,0,0,0,0,0,0,0,0,0,3,13,0,10,5,24,0,0,28,48,1,0,3,45,0,0,-3190,0.0,49,1,729,50,0,0,0
19,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,23,44,5,12,0,3,3,19,1,1,4,8,0,2,0,9,0,0,31,52,0,3,5,57,1,1,-1383,0.0,18,0,483,18,0,0,0
20,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,33,0,0,0,0,0,0,0,0,0,0,8,0,0,4,21,0,0,24,47,0,0,5,47,0,1,-1459,0.0,27,0,109,27,0,0,0
21,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,67,33,8,14,0,1,1,8,0,1,2,29,0,7,5,22,0,2,31,59,0,1,6,52,0,1,-8013,0.0,59,0,5063,59,0,0,0
22,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,116,49,12,9,1,4,1,22,0,0,14,41,2,2,7,48,0,2,25,35,1,4,5,49,0,0,-5111,0.0,102,1,0,103,0,0,0
