day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,53,150,19,53,2,13,13,50,0,0,3,14,2,4,2,26,2,0,19,53,2,13,13,50,0,0,-1800,0.0,36,0,0,36,0,0,0
1,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,33,0,0,0,0,0,0,0,0,0,4,15,0,0,1,11,2,0,19,50,2,13,0,49,0,0,-144,0.0,2,4,0,6,0,0,0
2,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,95,48,7,21,0,0,1,19,0,0,8,39,2,6,2,27,0,11,25,71,1,13,1,39,0,0,-2522,0.0,50,2,0,52,0,0,0
3,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,32,17,6,5,0,2,0,4,0,0,0,9,3,0,1,14,0,5,28,76,0,14,0,4,0,0,-1211,0.0,24,1,0,25,0,0,0
4,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,38,23,4,9,0,2,1,7,0,0,4,17,1,3,2,6,0,5,31,85,0,13,1,7,0,0,-4088,0.0,27,0,2738,27,0,0,0
5,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,32,79,12,33,2,4,7,21,0,0,3,8,0,1,1,14,0,5,29,68,2,8,7,21,0,0,-261,0.0,5,1,0,6,0,0,0
6,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,49,0,0,0,0,0,0,0,0,0,5,20,0,0,2,18,0,4,27,66,1,8,6,0,0,0,-3208,0.0,43,0,1058,43,0,0,0
7,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,38,68,9,30,0,3,5,20,1,0,0,18,0,2,2,10,2,4,31,77,0,11,10,20,1,0,-975,0.0,12,2,353,14,0,0,0
8,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,43,0,0,0,0,0,0,0,0,0,0,16,0,9,6,12,0,0,25,72,0,9,10,0,0,0,-2593,0.0,40,0,593,40,0,0,0
9,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.2,0.001,0.98,50,52,50,8,23,1,3,5,9,0,1,2,19,2,14,2,11,0,2,29,86,1,10,14,9,0,1,-4589,0.0,39,0,2639,39,0,0,0
