day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,70,150,22,71,2,7,8,37,2,1,9,21,0,5,1,30,2,2,22,71,2,7,8,37,2,1,-2361,0.0,47,1,0,48,0,0,0
1,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,59,0,0,0,0,0,0,0,0,0,0,18,0,0,4,34,0,3,19,69,0,4,3,32,0,0,-2411,0.0,48,1,0,49,0,0,0
2,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,100,34,5,12,1,4,3,9,0,0,7,36,0,4,9,37,1,6,20,79,1,7,3,40,0,0,-3772,0.0,75,2,0,77,0,0,0
3,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,67,0,0,0,0,0,0,0,0,0,4,29,0,0,7,26,0,1,15,72,0,4,1,33,0,0,-2611,0.0,52,1,0,53,0,0,0
4,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,54,40,6,20,0,2,2,10,0,0,6,18,0,6,4,15,2,3,17,88,0,5,2,38,0,0,-6330,0.0,42,1,4219,43,0,0,0
5,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,60,50,9,18,1,4,4,14,0,0,3,21,0,9,3,19,0,5,20,50,1,4,5,33,0,0,-2161,0.0,43,1,0,44,0,0,0
6,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,30,12,3,4,0,2,1,2,0,0,2,15,0,0,4,6,0,3,19,53,0,2,2,32,0,0,-1825,0.0,26,1,514,27,0,0,0
7,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,49,52,5,18,0,4,3,22,0,0,5,17,0,7,2,18,0,0,23,60,0,4,5,48,0,0,-1800,0.0,36,0,0,36,0,0,0
8,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,71,0,0,0,0,0,0,0,0,0,3,37,0,5,4,20,0,2,22,59,0,0,0,46,0,0,-5446,0.0,66,0,2146,66,0,0,0
9,True,reg_3,request_scratch,cau100_afr0_asi0_3,regional_3,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,56,55,12,18,1,5,1,15,1,2,0,28,0,4,0,21,0,3,29,58,1,5,1,53,1,2,-4143,0.0,41,3,2060,44,0,0,0
