day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,1,10,13,45,1,1,-11,0,1,0,1,0,0,0
1,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,13,2,1,1,0,0,0,0,0,0,0,5,2,0,0,6,0,0,29,50,1,10,13,45,1,1,0,0,0,0,0,0,0,0
2,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,33,11,2,3,0,1,2,3,0,0,4,9,0,2,1,17,0,0,27,51,1,7,14,47,1,0,-22,0,2,0,2,0,0,0
3,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,43,15,4,5,0,0,2,3,1,0,5,17,0,1,3,17,0,0,27,52,0,3,10,46,1,0,-472,9,2,0,11,0,0,0
4,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,46,14,1,5,0,0,0,8,0,0,3,15,0,5,6,14,2,1,24,54,0,0,5,53,0,0,-1300,26,0,0,26,0,0,0
5,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,85,24,3,12,0,1,0,8,0,0,9,20,1,8,5,39,0,3,24,56,0,1,1,54,0,0,-1122,22,2,0,24,0,0,0
6,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,102,45,11,16,0,5,0,13,0,0,18,30,1,10,14,25,0,4,24,52,0,5,0,46,0,0,-1583,31,3,0,34,0,0,0
7,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,56,60,8,25,0,3,5,17,2,0,8,26,0,0,0,21,0,1,8,59,0,3,5,44,2,0,-1866,36,6,0,42,0,0,0
8,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,56,16,2,6,0,1,1,6,0,0,5,20,2,8,3,18,0,0,2,61,0,1,1,43,0,0,-1350,27,0,0,27,0,0,0
9,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,71,78,15,29,1,3,5,24,0,1,4,17,2,3,7,37,1,0,15,61,1,3,5,52,0,1,-455,8,5,0,13,0,0,0
10,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,59,0,0,0,0,0,0,0,0,0,0,34,0,4,5,16,0,0,0,54,0,0,1,46,0,0,-1711,34,1,0,35,0,0,0
11,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,54,102,16,41,3,7,9,25,1,0,3,31,0,5,0,14,0,1,16,63,3,7,9,51,1,0,-355,6,5,0,11,0,0,0
12,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,56,0,0,0,0,0,0,0,0,0,3,18,0,4,6,21,0,4,5,53,0,0,0,45,0,0,-361,7,1,0,8,0,0,0
13,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,59,94,20,30,1,5,5,30,1,2,7,24,2,1,5,18,0,2,20,54,1,5,5,62,1,2,-516,9,6,0,15,0,0,0
14,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,60,0,0,0,0,0,0,0,0,0,6,27,4,2,3,18,0,0,15,46,0,0,0,53,0,0,-1194,23,4,0,27,0,0,0
15,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,44,75,8,30,3,5,2,27,0,0,3,16,0,5,1,17,0,2,8,67,3,5,2,65,0,0,-1083,21,3,0,24,0,0,0
16,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,54,0,0,0,0,0,0,0,0,0,3,22,5,2,5,17,0,0,0,55,0,0,0,56,0,0,-283,5,3,0,8,0,0,0
17,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,51,93,19,33,1,6,4,29,0,1,7,14,4,1,3,18,2,2,19,56,1,6,4,63,0,1,-110,0,10,0,10,0,0,0
18,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,51,0,0,0,0,0,0,0,0,0,3,20,4,3,2,15,0,4,13,47,0,0,0,58,0,0,-1016,19,6,0,25,0,0,0
19,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,46,68,10,24,2,6,5,19,0,2,2,16,0,10,3,12,0,3,11,59,2,6,5,65,0,2,-772,15,2,0,17,0,0,0
20,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,71,0,0,0,0,0,0,0,0,0,2,27,0,8,5,29,0,0,6,46,0,0,0,59,0,0,-383,7,3,0,10,0,0,0
21,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,66,87,8,35,0,4,8,31,0,1,3,31,0,5,4,21,2,0,8,55,0,4,8,74,0,1,-1172,23,2,0,25,0,0,0
22,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,24,0,0,0,0,0,0,0,0,0,2,7,0,1,0,14,0,0,1,46,0,0,1,70,0,0,-1722,34,2,0,36,0,0,0
23,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,37,51,7,17,0,1,7,17,1,1,6,9,0,6,6,10,0,0,7,51,0,1,7,82,1,1,-250,5,0,0,5,0,0,0
24,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,60,0,0,0,0,0,0,0,0,0,4,18,2,2,11,21,0,2,2,49,0,0,0,79,0,0,-850,17,0,0,17,0,0,0
25,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,35,74,15,23,0,4,7,24,1,0,3,15,0,2,2,10,0,3,15,34,0,4,7,89,1,0,-443,6,13,0,19,0,0,0
26,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,32,0,0,0,0,0,0,0,0,0,2,12,2,5,4,7,0,0,14,31,0,0,6,82,0,0,-933,18,3,0,21,0,0,0
27,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,30,30,2,8,0,1,3,14,1,1,2,16,0,2,0,8,0,2,9,38,0,1,6,94,1,1,-950,19,0,0,19,0,0,0
28,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,46,0,0,0,0,0,0,0,0,0,6,12,2,5,1,20,0,0,4,35,0,0,4,88,0,0,-550,11,0,0,11,0,0,0
29,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,40,63,5,22,2,4,7,18,3,2,5,20,0,3,2,8,0,2,5,28,2,4,7,99,3,2,-133,2,3,0,5,0,0,0
30,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,59,0,0,0,0,0,0,0,0,0,1,30,0,9,4,15,0,0,2,20,0,0,0,94,0,0,-311,6,1,0,7,0,0,0
31,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,30,78,10,27,3,3,3,28,1,3,4,14,1,2,3,6,0,0,10,27,3,3,3,100,1,3,-772,15,2,0,17,0,0,0
32,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,24,0,0,0,0,0,0,0,0,0,5,8,0,1,0,10,0,0,9,25,0,0,0,97,0,1,-633,12,3,0,15,0,0,0
33,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,38,33,6,9,0,4,3,11,0,0,3,10,0,4,3,18,0,0,11,29,0,4,3,103,0,0,-461,9,1,0,10,0,0,0
34,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,41,3,0,2,0,0,0,1,0,0,3,11,0,6,4,13,2,2,4,24,0,0,0,98,0,0,-583,11,3,0,14,0,0,0
35,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,30,52,5,22,1,0,4,19,0,1,3,10,0,2,4,10,0,1,5,30,1,0,4,106,0,1,-555,10,5,0,15,0,0,0
36,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,41,0,0,0,0,0,0,0,0,0,1,19,0,5,2,14,0,0,0,25,0,0,0,101,0,1,-522,10,2,0,12,0,0,0
37,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,62,62,7,28,0,4,6,17,0,0,2,28,2,5,3,22,0,0,7,28,0,4,6,105,0,0,-122,2,2,0,4,0,0,0
38,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,42,9,0,4,0,1,1,3,0,0,5,15,0,2,0,16,0,4,0,17,0,1,1,101,0,0,-1205,23,5,0,28,0,0,0
39,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,34,65,9,22,3,5,6,19,1,0,2,8,0,2,5,16,0,1,9,22,3,5,6,101,1,0,-200,4,0,0,4,0,0,0
40,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,49,0,0,0,0,0,0,0,0,0,3,18,2,3,2,21,0,0,4,15,0,0,0,100,0,0,-344,6,4,0,10,0,0,0
41,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,44,62,12,19,2,4,4,21,0,0,4,19,0,2,0,19,0,0,12,19,2,4,4,109,0,0,-933,18,3,0,21,0,0,0
42,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,51,0,0,0,0,0,0,0,0,0,0,28,0,2,0,21,0,0,7,10,0,0,2,104,0,0,-850,17,0,0,17,0,0,0
43,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,44,56,5,21,2,2,7,18,0,1,2,15,0,1,3,22,0,1,5,21,2,2,7,112,0,1,-1100,22,0,0,22,0,0,0
44,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,62,0,0,0,0,0,0,0,0,0,4,15,0,9,10,23,0,1,0,15,0,0,0,108,0,0,-850,17,0,0,17,0,0,0
45,True,reg_28,request_scratch,cau100_afr0_asi0_28,regional_28,50,150,1825,70,0,0.98,0.01,0.5679761759500592,0.001,0.5,50,33,68,10,26,4,3,3,21,0,1,1,11,0,3,3,14,0,1,10,26,4,3,3,103,0,1,-1105,21,5,0,26,0,0,0
