day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,56,4,10,7,48,0,0,0,0,0,0,0,0,0,0
1,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,24,4,0,1,0,0,1,2,0,0,0,8,2,3,2,9,0,0,22,57,4,9,8,50,0,0,-11,0,1,0,1,0,0,0
2,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,28,19,3,5,0,0,2,8,0,1,0,13,0,3,2,10,0,0,22,61,3,0,2,58,0,1,-133,2,3,0,5,0,0,0
3,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,67,2,1,0,0,0,1,0,0,0,1,28,0,5,12,18,3,0,20,59,1,0,1,53,0,0,-661,13,1,0,14,0,0,0
4,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,45,38,10,15,0,0,5,7,0,1,8,11,0,0,1,23,0,2,23,67,0,0,5,53,0,1,-2255,44,5,0,49,0,0,0
5,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,69,0,0,0,0,0,0,0,0,0,9,20,4,0,2,34,0,0,18,61,0,0,0,47,0,0,-1100,22,0,0,22,0,0,0
6,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,120,56,9,21,1,3,5,17,0,0,9,39,4,12,3,46,3,4,14,70,1,3,5,57,0,0,-1883,37,3,0,40,0,0,0
7,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,38,41,8,16,0,2,3,10,0,2,6,12,1,4,4,10,1,0,8,42,0,2,3,55,0,2,-2094,41,4,0,45,0,0,0
8,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,26,21,4,6,0,0,0,11,0,0,6,13,0,1,0,6,0,0,10,45,0,0,0,63,0,0,-1172,23,2,0,25,0,0,0
9,True,reg_43,request_scratch,cau100_afr0_asi0_43,regional_43,50,150,1825,70,0,0.98,0.01,0.41948965459540316,0.001,0.5,50,59,21,3,9,0,1,2,4,0,2,6,22,0,3,2,23,0,3,11,51,0,1,2,62,0,2,-800,16,0,0,16,0,0,0
