day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,22,60,1,16,10,38,1,2,0,0,0,0,0,0,0,0
1,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,23,4,0,3,0,0,0,1,0,0,0,7,0,4,2,8,0,2,22,61,1,15,10,38,1,2,-22,0,2,0,2,0,0,0
2,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,50,16,0,8,1,0,0,7,0,0,4,17,0,5,1,17,2,4,20,68,1,12,6,39,0,0,-161,3,1,0,4,0,0,0
3,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,66,29,2,11,1,2,1,11,0,1,3,22,3,8,7,16,2,5,11,73,1,6,1,42,0,1,-577,10,7,0,17,0,0,0
4,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,98,53,9,17,1,4,1,19,0,2,1,33,1,5,9,46,0,3,9,70,1,4,1,41,0,2,-399,6,9,0,15,0,0,0
5,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,84,82,14,29,0,2,9,26,1,1,1,21,2,9,12,37,0,2,14,50,0,2,9,41,1,1,-399,6,9,0,15,0,0,0
6,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,157,64,9,22,2,3,4,23,0,1,16,43,3,16,10,63,0,6,9,49,2,3,4,39,0,1,-560,9,10,0,19,0,0,0
7,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,42,150,23,68,2,8,7,39,1,2,0,14,0,8,1,15,2,2,23,68,2,8,7,39,1,2,-2643,50,13,0,63,0,0,0
8,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,57,0,0,0,0,0,0,0,0,0,8,26,0,7,5,6,2,3,17,64,0,1,2,30,0,0,-355,6,5,0,11,0,0,0
9,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,1825,70,0,0.98,0.01,0.7536419414749017,0.001,0.5,50,41,77,12,34,2,4,6,17,0,2,2,9,0,5,2,23,0,0,17,81,2,4,6,38,0,2,-866,16,6,0,22,0,0,0
