day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,59,5,7,12,49,1,1,0,0,0,0,0,0,0,0
1,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,16,6,1,1,0,0,2,2,0,0,0,7,2,0,2,5,0,0,17,60,5,3,13,51,1,0,0,0,0,0,0,0,0,0
2,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,34,10,0,7,0,1,1,1,0,0,1,12,0,5,6,10,0,0,16,66,4,1,6,51,0,0,0,0,0,0,0,0,0,0
3,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,114,24,4,12,1,0,0,6,0,1,5,45,0,9,9,44,0,2,17,72,1,0,0,51,0,1,-422,8,2,0,10,0,0,0
4,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,58,52,6,16,2,5,3,19,1,0,8,19,2,6,2,19,0,2,6,63,2,5,3,52,1,0,-2644,52,4,0,56,0,0,0
5,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,115,18,4,3,1,2,0,8,0,0,7,48,3,19,3,28,2,5,4,54,1,2,0,54,0,0,-1183,23,3,0,26,0,0,0
6,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,108,123,12,46,4,7,10,43,1,0,7,48,0,12,7,28,0,6,12,46,4,7,10,62,1,0,-1027,19,7,0,26,0,0,0
7,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,44,0,0,0,0,0,0,0,0,0,0,25,0,2,3,12,0,2,1,34,0,0,0,43,0,0,-2222,44,2,0,46,0,0,0
8,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,49,113,17,37,4,2,11,39,0,3,5,10,0,3,9,15,5,2,17,41,4,2,11,72,0,3,-183,3,3,0,6,0,0,0
9,True,reg_34,request_scratch,cau100_afr0_asi0_34,regional_34,50,150,1825,70,0,0.98,0.01,0.5031373679776306,0.001,0.5,50,80,0,0,0,0,0,0,0,0,0,4,22,0,8,8,34,0,4,12,36,0,0,0,67,0,0,-788,14,8,0,22,0,0,0
