day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,53,150,19,53,2,13,13,50,0,0,3,14,2,4,2,26,2,0,19,53,2,13,13,50,0,0,-2411,0.0,48,1,0,49,0,0,0
1,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,33,0,0,0,0,0,0,0,0,0,4,15,0,0,1,11,2,0,18,50,1,13,13,50,0,0,-1472,0.0,29,2,0,31,0,0,0
2,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,95,9,0,5,0,0,1,3,0,0,8,39,2,6,2,27,0,11,18,55,1,11,13,52,0,0,-4561,0.0,91,1,0,92,0,0,0
3,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,32,0,0,0,0,0,0,0,0,0,0,9,3,0,1,14,0,5,18,55,0,9,12,52,0,0,-1500,0.0,30,0,0,30,0,0,0
4,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,38,6,1,3,0,0,0,2,0,0,4,17,1,3,2,6,0,5,19,58,0,9,11,53,0,0,-6900,0.0,36,0,5100,36,0,0,0
5,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,32,129,26,53,1,6,6,37,0,0,3,8,0,1,1,14,0,5,27,61,1,6,7,42,0,0,-1561,0.0,31,1,0,32,0,0,0
6,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,49,0,0,0,0,0,0,0,0,0,5,20,0,0,2,18,0,4,27,61,0,6,7,42,0,0,-2707,0.0,46,1,396,47,0,0,0
7,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,38,17,2,5,1,0,2,7,0,0,0,18,0,2,2,10,2,4,28,61,1,6,8,46,0,0,-1900,0.0,38,0,0,38,0,0,0
8,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,43,0,0,0,0,0,0,0,0,0,0,16,0,9,6,12,0,0,28,61,1,6,8,46,0,0,-2249,0.0,41,1,188,42,0,0,0
9,True,reg_14,request_scratch,cau100_afr0_asi0_14,regional_14,50,150,912,70,0,1,0.01,0.1,0.001,0.99,50,52,6,0,2,0,2,0,2,0,0,2,19,2,14,2,11,0,2,28,60,1,7,8,46,0,0,-8969,0.0,48,1,6558,49,0,0,0
