day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,79,150,20,56,2,6,11,50,2,3,15,28,0,4,4,24,2,2,20,56,2,6,11,50,2,3,-2433,0.0,48,3,0,51,0,0,0
1,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,39,0,0,0,0,0,0,0,0,0,5,14,0,2,5,12,0,1,18,53,0,3,0,45,0,0,-1661,0.0,33,1,0,34,0,0,0
2,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,74,37,6,14,0,2,3,10,0,2,1,26,1,3,5,35,0,3,23,63,0,5,3,54,0,2,-2905,0.0,57,5,0,62,0,0,0
3,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,31,0,0,0,0,0,0,0,0,0,0,16,0,2,0,13,0,0,22,61,0,2,0,48,0,0,-1200,0.0,24,0,0,24,0,0,0
4,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,43,24,7,7,0,4,3,2,0,1,7,11,0,2,2,19,0,2,27,66,0,4,3,49,0,1,-5626,0.0,33,0,3976,33,0,0,0
5,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,40,78,6,35,0,5,3,26,2,1,5,6,0,4,4,13,2,6,19,56,0,9,3,38,2,2,-1166,0.0,22,6,0,28,0,0,0
6,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,35,0,0,0,0,0,0,0,0,0,6,15,0,3,1,8,2,0,15,52,0,5,0,38,0,1,-1843,0.0,24,1,632,25,0,0,0
7,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,51,65,10,29,1,1,5,19,0,0,3,17,0,4,1,26,0,0,22,71,1,4,5,47,0,0,-1750,0.0,35,0,0,35,0,0,0
8,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,68,0,0,0,0,0,0,0,0,0,6,18,2,8,7,20,0,7,20,67,0,3,0,44,0,0,-3432,0.0,61,1,371,62,0,0,0
9,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,45,26,6,8,0,1,1,9,0,1,0,11,4,3,7,19,0,1,22,72,0,3,1,51,0,1,-4461,0.0,34,1,2750,35,0,0,0
10,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,44,43,9,12,0,5,5,12,0,0,1,17,2,0,3,19,0,2,25,49,0,7,5,40,0,0,-1594,0.0,31,4,0,35,0,0,0
11,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,31,0,0,0,0,0,0,0,0,0,2,8,2,3,2,10,0,4,23,46,0,5,0,39,0,0,-2916,0.0,26,2,1594,28,0,0,0
12,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,31,92,9,29,3,7,4,38,1,1,0,12,0,2,4,9,0,4,24,49,3,9,4,59,1,1,-861,0.0,17,1,0,18,0,0,0
13,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,29,0,0,0,0,0,0,0,0,0,2,15,0,4,0,8,0,0,20,47,3,9,0,57,0,0,-1584,0.0,24,1,373,25,0,0,0
14,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,46,30,6,13,0,1,0,9,1,0,1,24,0,5,4,11,1,0,24,54,3,9,0,59,1,0,-3140,0.0,34,3,1407,37,0,0,0
15,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,53,8,0,3,0,0,0,5,0,0,1,15,3,2,3,23,2,4,15,45,0,7,0,52,1,0,-2300,0.0,46,0,0,46,0,0,0
16,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,52,29,6,10,0,0,0,12,1,0,2,17,2,0,5,26,0,0,20,54,0,6,0,61,1,0,-5890,0.0,43,1,3729,44,0,0,0
17,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,29,57,5,25,1,4,4,16,0,2,0,8,3,0,4,14,0,0,17,51,1,5,4,42,0,2,-833,0.0,16,3,0,19,0,0,0
18,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,37,0,0,0,0,0,0,0,0,0,4,5,0,8,5,13,0,2,17,49,1,2,0,40,0,0,-2225,0.0,29,2,753,31,0,0,0
19,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,4,67,10,35,0,1,1,18,1,1,0,2,0,0,2,0,0,0,21,73,1,1,1,51,1,1,-92,0.0,1,1,31,2,0,0,0
20,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,25,0,0,0,0,0,0,0,0,0,2,11,0,2,4,6,0,0,20,70,1,1,0,46,1,1,-1538,0.0,18,3,605,21,0,0,0
21,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,53,40,4,9,0,2,2,22,0,1,6,13,0,6,4,21,0,3,19,69,0,3,2,56,0,1,-3993,0.0,37,2,2121,39,0,0,0
22,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,45,17,1,10,0,1,0,5,0,0,6,18,1,0,6,11,0,3,15,54,0,1,0,45,0,0,-2022,0.0,40,2,0,42,0,0,0
23,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,50,23,2,7,1,4,0,9,0,0,6,21,0,6,4,12,0,1,15,60,1,5,0,52,0,0,-5155,0.0,46,0,2855,46,0,0,0
24,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,61,55,11,21,1,5,4,13,0,0,0,26,0,0,7,27,0,1,18,47,1,9,4,49,0,0,-2172,0.0,43,2,0,45,0,0,0
25,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,33,0,0,0,0,0,0,0,0,0,2,15,0,2,2,9,0,3,12,44,0,7,0,47,0,0,-2292,0.0,29,1,831,30,0,0,0
26,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,7,68,11,27,0,7,7,16,0,0,0,2,0,0,0,5,0,0,22,65,0,13,7,43,0,0,-151,0.0,1,0,101,1,0,0,0
27,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,28,0,0,0,0,0,0,0,0,0,5,12,0,0,0,10,0,1,21,55,0,13,3,38,0,0,-1492,0.0,21,1,431,22,0,0,0
28,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,74,41,6,13,2,6,2,11,0,1,6,39,0,5,6,18,0,0,26,61,2,18,2,40,0,1,-5863,0.0,54,4,3119,58,0,0,0
29,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,72,19,1,6,1,3,0,8,0,0,3,11,0,9,12,36,0,1,18,46,1,14,0,35,0,0,-2805,0.0,55,5,0,60,0,0,0
30,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,77,35,7,14,0,1,3,10,0,0,3,30,0,9,8,24,0,3,18,56,0,11,3,44,0,0,-5697,0.0,58,3,2764,61,0,0,0
31,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,77,38,8,7,0,2,9,11,0,1,4,18,10,8,8,27,0,2,21,40,0,7,9,40,0,1,-2377,0.0,46,7,0,53,0,0,0
32,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,67,36,4,17,1,3,1,10,0,0,4,21,1,6,6,23,4,2,22,49,1,4,1,46,0,0,-3047,0.0,48,6,581,54,0,0,0
33,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,29,19,5,8,0,0,2,4,0,0,1,9,0,2,0,15,0,2,25,49,0,0,2,43,0,0,-1524,0.0,24,0,324,24,0,0,0
34,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,33,28,3,11,0,2,1,11,0,0,1,13,0,0,4,15,0,0,27,57,0,2,1,46,0,0,-2299,0.0,27,0,949,27,0,0,0
35,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.4,0.001,0.99,50,59,22,5,10,0,0,2,5,0,0,9,16,0,4,5,23,0,2,25,53,0,2,2,41,0,0,-3351,0.0,44,0,1151,44,0,0,0
