day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,16,0,0,0,0,0,0,0,0,0,2,7,0,0,0,7,0,0,26,52,2,5,7,49,0,3,0,0,0,0,0,0,0,0
1,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,18,18,0,8,1,1,3,4,0,1,0,3,0,6,0,9,0,0,26,60,3,4,3,52,0,2,-400,4,0,0,4,0,0,0
2,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,49,0,0,0,0,0,0,0,0,0,6,10,0,3,4,24,0,2,25,59,2,0,0,51,0,2,-733,7,3,0,10,0,0,0
3,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,95,20,1,5,1,1,1,10,0,1,4,29,1,15,14,26,0,6,22,64,2,1,1,59,0,1,-4011,40,1,0,41,0,0,0
4,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,75,0,0,0,0,0,0,0,0,0,0,32,0,0,6,33,0,4,17,60,0,0,0,57,0,0,-7922,79,2,0,81,0,0,0
5,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,81,25,4,9,1,3,1,7,0,0,4,28,0,12,3,28,4,2,19,65,1,3,1,61,0,0,-6600,66,0,0,66,0,0,0
6,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,116,0,0,0,0,0,0,0,0,0,5,40,0,9,13,46,1,2,16,61,0,1,0,56,0,0,-6511,65,1,0,66,0,0,0
7,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,47,37,9,14,0,1,1,10,1,1,0,22,4,1,3,17,0,0,16,70,0,1,1,60,1,1,-9511,95,1,0,96,0,0,0
8,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,71,0,0,0,0,0,0,0,0,0,8,25,0,7,5,26,0,0,15,69,0,0,0,58,0,0,-3900,39,0,0,39,0,0,0
9,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,63,24,2,9,0,0,4,8,0,1,3,27,3,1,6,21,0,2,11,75,0,0,4,59,0,1,-5500,55,0,0,55,0,0,0
10,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,75,0,0,0,0,0,0,0,0,0,1,35,0,3,7,28,0,1,8,73,0,0,0,53,0,0,-4711,47,1,0,48,0,0,0
11,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,60,24,3,8,0,0,4,8,1,0,5,13,2,2,0,34,0,4,7,81,0,0,4,57,1,0,-6711,67,1,0,68,0,0,0
12,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,60,0,0,0,0,0,0,0,0,0,3,32,0,6,6,10,0,3,4,78,0,0,0,55,0,0,-4700,47,0,0,47,0,0,0
13,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,68,21,4,7,1,3,1,4,0,1,14,25,1,5,3,17,0,3,7,81,1,3,1,56,0,1,-5211,52,1,0,53,0,0,0
14,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,53,4,2,1,0,0,0,1,0,0,1,18,0,2,4,26,0,2,3,82,0,0,0,53,0,0,-5211,52,1,0,53,0,0,0
15,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,58,19,2,8,2,1,2,4,0,0,10,19,0,5,4,18,2,0,2,88,2,1,2,53,0,0,-4411,44,1,0,45,0,0,0
16,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,69,0,0,0,0,0,0,0,0,0,8,26,2,1,5,22,2,3,0,88,1,0,0,49,0,0,-4800,48,0,0,48,0,0,0
17,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,57,24,4,6,1,1,1,11,0,0,1,20,0,6,9,20,1,0,4,88,1,1,1,55,0,0,-5722,57,2,0,59,0,0,0
18,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,60,0,0,0,0,0,0,0,0,0,2,25,0,3,8,19,0,3,1,86,0,0,0,54,0,0,-4811,48,1,0,49,0,0,0
19,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,50,17,2,6,0,0,2,7,0,0,4,20,0,3,1,18,0,4,2,89,0,0,2,57,0,0,-5233,52,3,0,55,0,0,0
20,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,69,0,0,0,0,0,0,0,0,0,6,23,1,7,8,21,0,3,0,88,0,0,0,56,0,0,-4400,44,0,0,44,0,0,0
21,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,61,14,1,6,0,1,0,6,0,0,2,23,0,3,3,30,0,0,1,90,0,1,0,58,0,0,-6111,61,1,0,62,0,0,0
22,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,45,0,0,0,0,0,0,0,0,0,0,21,0,3,1,19,0,1,0,86,0,0,0,56,0,0,-5300,53,0,0,53,0,0,0
23,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,49,12,3,4,0,1,1,3,0,0,5,17,3,1,0,20,0,3,3,89,0,1,1,56,0,0,-4100,41,0,0,41,0,0,0
24,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,43,0,0,0,0,0,0,0,0,0,4,20,0,0,4,14,1,0,1,87,0,0,0,55,0,0,-4200,42,0,0,42,0,0,0
25,True,reg_49,request_scratch,cau100_afr0_asi0_49,regional_49,50,150,730,70,0,0.98,0.01,0.37160171437460887,0.001,0.5,50,48,12,2,3,0,0,3,4,0,0,3,21,0,5,2,16,0,1,2,88,0,0,3,57,0,0,-3811,38,1,0,39,0,0,0
