day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,59,4,9,14,42,0,2,0,0,0,0,0,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,10,3,1,0,0,0,0,2,0,0,0,8,0,0,0,2,0,0,21,59,3,8,13,44,0,2,-100,1,0,0,1,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,51,5,1,4,0,0,0,0,0,0,0,28,0,6,1,13,0,3,18,62,2,8,13,43,0,1,-200,2,0,0,2,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,52,38,8,10,1,1,3,15,0,0,0,22,1,2,3,24,0,0,18,67,1,2,3,54,0,0,-1133,11,3,0,14,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,49,0,0,0,0,0,0,0,0,0,6,19,1,5,6,10,0,2,9,59,0,0,0,50,0,0,-2500,25,0,0,25,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,43,47,16,12,1,1,4,12,0,1,2,18,0,5,0,17,0,1,17,69,1,1,4,57,0,1,-3411,34,1,0,35,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,82,0,0,0,0,0,0,0,0,0,5,37,0,6,6,26,0,2,12,62,0,0,0,50,0,0,-1700,17,0,0,17,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,33,55,8,21,2,3,5,14,2,0,0,9,1,6,4,11,0,2,13,71,2,3,5,54,2,0,-5311,53,1,0,54,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,35,0,0,0,0,0,0,0,0,0,1,12,0,1,2,19,0,0,11,63,2,1,0,47,0,0,-755,7,5,0,12,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,730,70,0,0.98,0.01,0.9223681599999999,0.001,0.5,50,49,45,6,12,1,4,4,17,1,0,0,31,0,9,0,7,0,2,12,69,1,4,4,59,1,0,-1622,16,2,0,18,0,0,0
