day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,48,0,11,12,53,2,0,-22,0,2,0,2,0,0,0
1,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,14,7,0,2,0,1,1,2,0,1,0,9,0,3,0,2,0,0,20,50,0,12,11,55,1,1,-100,1,0,0,1,0,0,0
2,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,36,3,1,0,0,1,0,1,0,0,6,13,0,0,10,6,0,1,21,49,0,11,7,56,0,0,-500,5,0,0,5,0,0,0
3,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,50,16,1,6,0,1,2,5,1,0,5,12,1,3,0,28,0,1,20,53,0,11,2,60,1,0,-2311,23,1,0,24,0,0,0
4,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,68,4,0,1,0,0,0,3,0,0,7,21,2,1,2,25,2,8,19,50,0,9,0,59,0,0,-3622,36,2,0,38,0,0,0
5,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,103,33,3,13,0,3,4,10,0,0,13,33,0,14,4,38,0,1,17,55,0,10,4,60,0,0,-4444,44,4,0,48,0,0,0
6,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,82,22,3,8,0,1,1,9,0,0,9,22,0,8,9,31,1,2,10,53,0,1,1,59,0,0,-5922,59,2,0,61,0,0,0
7,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,34,27,7,7,0,4,2,5,1,1,6,10,0,2,3,11,0,2,10,52,0,4,2,60,1,1,-6100,61,0,0,61,0,0,0
8,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,59,18,3,6,0,1,2,5,0,1,6,29,0,6,0,15,0,3,9,55,0,1,2,64,0,1,-1811,18,1,0,19,0,0,0
9,True,reg_18,request_scratch,cau100_afr0_asi0_18,regional_18,50,150,730,70,0,0.98,0.01,0.6951353308570327,0.001,0.5,50,61,19,2,6,2,1,3,5,0,0,0,25,2,2,4,24,0,4,7,60,2,1,3,63,0,0,-4400,44,0,0,44,0,0,0
