day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63,3,10,12,40,1,1,0,0,0,0,0,0,0,0
1,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,8,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,20,63,3,10,12,40,1,1,0,0,0,0,0,0,0,0
2,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,51,7,2,3,0,0,0,2,0,0,0,12,1,13,1,22,0,2,21,65,1,10,10,42,0,1,-133,1,3,0,4,0,0,0
3,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,53,18,2,7,0,1,1,6,0,1,2,15,0,4,1,29,0,2,17,69,0,8,1,47,0,1,-2600,26,0,0,26,0,0,0
4,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,97,14,1,7,0,0,1,5,0,0,6,41,0,8,9,31,0,2,10,72,0,5,1,46,0,0,-3022,30,2,0,32,0,0,0
5,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,83,24,3,7,1,2,3,8,0,0,1,26,3,15,5,28,0,5,13,68,1,5,3,47,0,0,-7644,76,4,0,80,0,0,0
6,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,183,27,2,12,0,1,1,10,1,0,23,61,3,15,5,73,0,3,4,73,0,1,1,53,1,0,-5222,52,2,0,54,0,0,0
7,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,33,31,7,8,1,0,1,13,1,0,5,15,0,2,2,6,3,0,7,71,1,0,1,47,1,0,-14711,147,1,0,148,0,0,0
8,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,66,12,1,7,0,0,0,4,0,0,8,32,0,9,2,14,0,1,3,72,0,0,0,50,1,0,-1911,19,1,0,20,0,0,0
9,True,reg_24,request_scratch,cau100_afr0_asi0_24,regional_24,50,150,730,70,0,0.98,0.01,0.6157803365090782,0.001,0.5,50,49,24,5,6,1,1,1,10,0,0,1,20,0,10,0,16,0,2,5,74,1,1,1,57,0,0,-5500,55,0,0,55,0,0,0
