day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,54,1,4,10,50,4,0,100,0,0,0,0,0,0,0
1,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,10,4,1,2,0,0,0,1,0,0,2,5,0,0,0,0,0,3,26,56,1,2,10,51,4,0,100,0,0,0,0,0,0,0
2,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,87,0,0,0,0,0,0,0,0,0,4,40,0,10,8,23,0,2,25,56,1,0,10,51,4,0,150,7,0,0,7,0,0,0
3,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,59,15,2,3,0,1,0,9,0,0,5,24,1,2,11,16,0,0,26,56,0,1,6,58,3,0,589,75,1,0,76,0,0,0
4,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,66,0,0,0,0,0,0,0,0,0,4,21,0,7,10,22,0,2,25,55,0,0,6,57,2,0,250,54,0,0,54,0,0,0
5,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,135,11,4,4,0,0,2,1,0,0,7,55,5,12,4,42,0,10,28,58,0,0,8,56,0,0,278,60,2,0,62,0,0,0
6,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,81,6,2,2,0,0,0,2,0,0,4,24,3,6,10,31,0,3,24,57,0,0,7,51,0,0,828,118,2,0,120,0,0,0
7,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,47,11,0,6,0,0,1,4,0,0,1,20,3,3,7,13,0,0,20,62,0,0,7,55,0,0,300,75,0,0,75,0,0,0
8,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,63,0,0,0,0,0,0,0,0,0,6,16,0,4,9,26,0,2,20,59,0,0,6,54,0,0,239,42,1,0,43,0,0,0
9,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,48,15,2,3,2,1,1,6,0,0,2,12,0,2,7,24,0,1,22,59,2,1,7,59,0,0,200,59,0,0,59,0,0,0
10,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,36,0,0,0,0,0,0,0,0,0,1,13,0,2,2,18,0,0,21,59,0,0,4,58,0,0,378,40,2,0,42,0,0,0
11,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,50,13,2,5,0,1,0,4,1,0,0,22,2,0,9,16,0,1,22,62,0,1,3,61,1,0,250,31,0,0,31,0,0,0
12,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,41,1,1,0,0,0,0,0,0,0,0,19,0,0,0,22,0,0,22,61,0,0,0,56,0,0,578,38,2,0,40,0,0,0
13,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,63,11,2,7,0,1,0,1,0,0,5,29,0,7,2,18,0,2,24,68,0,1,0,56,0,0,50,40,0,0,40,0,0,0
14,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,36,0,0,0,0,0,0,0,0,0,2,21,4,0,3,5,1,0,22,67,0,0,0,56,0,0,200,59,0,0,59,0,0,0
15,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,71,10,3,2,0,1,0,4,0,0,4,20,2,7,4,30,0,4,23,67,0,1,0,59,0,0,239,31,1,0,32,0,0,0
16,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,38,1,0,0,0,0,1,0,0,0,0,15,0,2,2,17,0,2,23,62,0,0,1,55,0,0,500,61,0,0,61,0,0,0
17,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,63,12,1,6,0,0,0,5,0,0,0,38,2,5,2,11,0,5,24,68,0,0,0,58,0,0,150,35,0,0,35,0,0,0
18,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,31,0,0,0,0,0,0,0,0,0,5,10,2,1,0,13,0,0,23,64,0,0,0,56,0,0,350,56,0,0,56,0,0,0
19,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,40,7,2,2,0,0,0,3,0,0,2,18,0,6,2,12,0,0,25,66,0,0,0,59,0,0,0,31,0,0,31,0,0,0
20,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,49,0,0,0,0,0,0,0,0,0,4,16,3,2,1,21,0,2,25,66,0,0,0,59,0,0,0,40,0,0,40,0,0,0
21,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,53,2,1,0,0,0,0,1,0,0,4,23,0,3,3,16,4,0,26,66,0,0,0,58,0,0,100,47,0,0,47,0,0,0
22,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,42,1,0,1,0,0,0,0,0,0,3,17,0,3,0,18,0,1,24,67,0,0,0,57,0,0,150,50,0,0,50,0,0,0
23,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,74,5,0,1,0,0,2,2,0,0,3,22,0,6,2,37,4,0,23,67,0,0,2,57,0,0,200,38,0,0,38,0,0,0
24,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,36,8,1,3,0,0,0,3,0,1,2,14,0,4,0,16,0,0,21,68,0,0,0,57,0,1,478,64,2,0,66,0,0,0
25,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,66,1,0,0,0,0,0,1,0,0,8,24,0,5,3,25,0,1,19,68,0,0,0,54,0,1,300,30,0,0,30,0,0,0
26,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,42,10,4,3,0,0,1,2,0,0,0,15,0,6,2,18,0,1,21,71,0,0,1,56,0,0,150,63,0,0,63,0,0,0
27,True,reg_72,request_scratch,cau100_afr0_asi0_72,regional_72,50,150,1825,70,0,0.98,0.01,0.23349492727035415,0.001,0.5,50,68,0,0,0,0,0,0,0,0,0,7,30,1,6,0,22,0,2,21,68,0,0,1,54,0,0,250,37,0,0,37,0,0,0
