day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,3,5,9,37,1,6,178,0,2,0,2,0,0,0
1,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,13,4,0,3,0,0,0,1,0,0,0,8,0,0,0,4,0,1,21,67,3,5,9,38,1,6,0,0,0,0,0,0,0,0
2,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,18,2,0,1,0,0,0,1,0,0,0,10,0,0,0,8,0,0,21,68,3,0,9,38,1,6,300,7,0,0,7,0,0,0
3,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,45,6,1,2,0,0,1,2,0,0,3,23,0,2,4,9,0,4,22,70,3,0,8,39,1,5,200,14,0,0,14,0,0,0
4,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,65,0,0,0,0,0,0,0,0,0,3,31,0,5,4,19,1,2,22,70,2,0,7,38,1,4,178,41,2,0,43,0,0,0
5,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,89,13,2,7,0,2,0,2,0,0,3,35,0,5,8,35,2,1,23,76,1,2,6,38,0,4,350,58,0,0,58,0,0,0
6,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,98,3,0,2,0,0,0,1,0,0,7,31,0,11,11,27,8,3,19,77,0,0,4,37,0,2,667,75,3,0,78,0,0,0
7,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,49,13,3,7,0,0,0,3,0,0,4,17,0,7,1,20,0,0,22,81,0,0,3,39,0,2,250,93,0,0,93,0,0,0
8,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,43,0,0,0,0,0,0,0,0,0,5,24,0,2,1,9,0,2,20,81,0,0,2,35,0,2,350,42,0,0,42,0,0,0
9,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,56,16,4,3,0,1,1,7,0,0,13,7,0,4,4,28,0,0,22,84,0,1,1,40,0,2,300,37,0,0,37,0,0,0
10,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,20,0,0,0,0,0,0,0,0,0,0,7,1,0,3,9,0,0,22,81,0,0,0,38,0,1,389,48,1,0,49,0,0,0
11,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,66,8,0,6,0,0,0,2,0,0,4,21,6,4,8,19,0,4,22,87,0,0,0,40,0,1,0,20,0,0,20,0,0,0
12,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,31,0,0,0,0,0,0,0,0,0,6,8,1,2,2,12,0,0,21,87,0,0,0,40,0,0,100,64,0,0,64,0,0,0
13,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,73,3,1,2,0,0,0,0,0,0,2,23,0,4,5,35,2,2,22,88,0,0,0,40,0,0,50,30,0,0,30,0,0,0
14,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,44,3,0,1,0,2,0,0,0,0,1,25,0,3,2,13,0,0,19,89,0,2,0,37,0,0,289,67,1,0,68,0,0,0
15,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,53,5,1,3,0,0,0,1,0,0,7,28,0,5,0,13,0,0,20,92,0,0,0,37,0,0,150,41,0,0,41,0,0,0
16,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,48,0,0,0,0,0,0,0,0,0,9,20,0,3,2,12,0,2,20,91,0,0,0,34,0,0,200,49,0,0,49,0,0,0
17,True,reg_93,request_scratch,cau100_afr0_asi0_93,regional_93,50,150,1825,70,0,0.98,0.01,0.15276541331386312,0.001,0.5,50,51,5,0,0,0,1,0,4,0,0,3,24,0,6,2,13,0,3,20,91,0,1,0,38,0,0,0,48,0,0,48,0,0,0
