day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,24,65,0,10,7,41,0,2,50,3,0,0,3,0,0,0
1,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,11,1,0,1,0,0,0,0,0,0,0,3,0,0,0,8,0,0,24,66,0,10,7,41,0,2,0,3,0,0,3,0,0,0
2,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,44,4,1,2,0,1,0,0,0,0,3,17,0,5,0,17,0,2,25,68,0,10,5,40,0,1,239,6,1,0,7,0,0,0
3,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,77,10,1,2,0,1,1,5,0,0,7,24,0,6,4,34,0,2,22,68,0,8,6,42,0,0,639,31,1,0,32,0,0,0
4,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,62,14,3,5,0,1,3,1,0,1,2,27,0,6,3,20,4,0,21,66,0,6,7,39,0,1,989,57,1,0,58,0,0,0
5,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,126,17,2,7,2,0,3,3,0,0,7,48,2,20,5,44,0,0,19,66,2,4,7,39,0,0,967,42,3,0,45,0,0,0
6,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,129,33,5,14,0,2,1,11,0,0,7,35,0,11,11,55,2,8,17,73,0,2,2,43,0,0,1650,93,0,0,93,0,0,0
7,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,72,1,0,1,0,0,0,0,0,0,2,23,1,7,2,35,0,2,14,68,0,0,0,38,0,0,878,111,2,0,113,0,0,0
8,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,52,42,9,16,0,5,1,8,2,1,2,21,0,1,6,18,0,4,16,80,0,5,1,44,2,1,650,59,0,0,59,0,0,0
9,True,reg_36,request_scratch,cau100_afr0_asi0_36,regional_36,50,150,1825,70,0,0.98,0.01,0.48321312820571644,0.001,0.5,50,56,0,0,0,0,0,0,0,0,0,2,21,1,12,1,17,0,2,14,77,0,3,0,40,0,0,717,37,3,0,40,0,0,0
