day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,19,50,7,7,6,57,0,0,200,0,0,0,0,0,0,0
1,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,21,7,1,2,0,1,1,2,0,0,2,11,0,0,0,8,0,0,19,52,7,7,6,59,0,0,150,1,0,0,1,0,0,0
2,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,35,5,1,1,0,0,0,3,0,0,4,9,0,9,2,11,0,0,19,53,6,0,4,62,0,0,539,10,1,0,11,0,0,0
3,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,57,9,0,6,0,0,1,2,0,0,4,27,0,4,2,16,0,4,17,56,4,0,4,64,0,0,400,27,0,0,27,0,0,0
4,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,51,6,1,3,0,1,0,1,0,0,3,23,0,0,6,19,0,0,16,58,3,1,3,60,0,0,500,47,0,0,47,0,0,0
5,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,72,16,3,5,1,0,3,4,0,0,4,27,0,4,6,27,3,1,18,61,2,0,4,60,0,0,589,39,1,0,40,0,0,0
6,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,179,6,2,2,0,0,0,2,0,0,17,67,2,19,15,54,0,5,18,60,1,0,0,58,0,0,700,58,0,0,58,0,0,0
7,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,48,31,5,11,3,1,0,11,0,0,2,15,0,4,5,22,0,0,17,59,3,1,0,64,0,0,1145,155,5,0,160,0,0,0
8,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,56,0,0,0,0,0,0,0,0,0,8,15,2,5,3,22,0,1,11,59,1,0,0,62,0,0,528,37,2,0,39,0,0,0
9,True,reg_52,request_scratch,cau100_afr0_asi0_52,regional_52,50,150,1825,70,0,0.98,0.01,0.34974856075566685,0.001,0.5,50,36,27,5,6,1,3,1,11,0,0,3,10,0,0,1,22,0,0,14,63,2,3,1,67,0,0,500,46,0,0,46,0,0,0
