loss
208433.61793279648
208378.1896533966
208384.79236459732
208403.15089082718
208360.56680345535
208385.51645183563
208430.54650449753
208392.37770795822
208405.41502809525
208396.58368062973
208402.90115261078
208455.00834941864
208400.60903024673
208398.22302532196
208378.52050161362
208401.60431146622
208401.9005947113
208469.32901525497
208437.6720161438
208444.52008724213
208454.5963692665
208336.98013925552
208337.67394065857
208338.36649894714
208342.3449459076
208335.40104484558
208343.39318943024
208340.0825138092
208337.59095144272
208335.8496928215
208332.88840818405
208339.38725948334
208324.8593635559
208335.15719985962
208342.0168609619
208340.34735393524
208328.9729065895
208341.7838191986
208326.95297002792
208335.39356327057
208337.43919563293
208324.31301259995
208341.13186311722
208337.40891122818
208339.74566555023
208334.29857969284
208331.77083539963
208341.0235042572
208341.38784122467
208340.32966041565
208343.99731349945
208342.18109941483
208335.5222878456
208344.09239053726
208339.0922574997
208343.1190109253
208340.8115992546
208342.5852584839
208341.9665570259
208339.68145036697
208338.68894290924
208340.6998281479
208336.90996170044
208344.8145685196
208339.60188293457
208335.4857225418
208338.7204990387
208333.045917511
208337.6522860527
208337.9181790352
208346.17676639557
208341.50283908844
208342.025949955
208346.7965168953
208341.95892763138
208336.98838806152
208331.65639162064
208337.48146152496
208345.6781654358
208342.94217586517
208334.3050251007
208339.7996006012
208339.97785282135
208342.80806922913
208342.07649803162
208342.36264371872
208341.4470911026
208347.23958683014
208337.1274933815
208343.01055812836
208344.3695731163
208340.01664209366
208342.3608636856
208332.88769197464
208337.15493249893
208338.04730558395
208342.6441116333
208339.76295089722
208341.03380393982
208335.45063209534
208341.19867515564
208343.39259195328
208332.5991449356
208332.48918771744
208341.24896621704
208340.95340776443
208340.24552297592
208340.30956697464
208333.9402422905
208337.51997089386
208342.26097917557
208339.2417998314
208332.3787536621
208341.29004907608
208342.08671188354
208347.90924930573
208344.2676501274
208338.4625248909
208341.81522846222
208343.3461046219
208343.30652046204
208335.32739639282
208340.15556001663
208338.2189335823
208342.0888929367
208339.80249929428
208341.81291675568
208340.41750574112
208341.8717560768
208335.6432404518
208337.09335660934
208330.5304570198
208340.53132152557
208344.17855644226
208338.96350193024
208343.41741847992
208344.01438093185
208343.49007081985
208344.5261964798
208341.29313468933
208342.841360569
208337.77181911469
208337.76082658768
208336.0974817276
208340.47112178802
208336.97294187546
208340.5563635826
208335.32391357422
208347.27549505234
208336.64730072021
208332.26351165771
208345.48978471756
208345.23276090622
208336.79973173141
208342.86326885223
208340.27356529236
208334.09169006348
208343.11224508286
208345.4706044197
208336.58893299103
208343.54027748108
208328.4134736061
208339.74356126785
208340.65898275375
208341.83453893661
208343.66461467743
208339.11127710342
208341.39882469177
208337.59374284744
208340.89329624176
208335.9470191002
208344.16923046112
208340.4377155304
208345.16795158386
208338.22598266602
208337.64497566223
208335.78920936584
208347.62440252304
208341.4082813263
208343.16792297363
208332.944252491
208335.04618167877
208339.10889816284
208335.49727630615
208339.02772140503
208344.04917144775
208339.25367546082
208341.69031238556
208344.85624980927
208336.47815179825
208337.63125038147
208339.5036149025
208346.60656929016
208341.83302116394
208341.97739982605
208333.70226716995
208339.3846244812
208329.2762722969
208332.78715848923
208341.61336517334
208334.6330485344
208341.27911615372
208331.59462451935
208341.59803915024
208343.1632385254
208330.20884895325
208346.84901714325
208343.24775886536
208335.86112499237
208343.60448122025
208335.91151571274
208339.48029232025
208343.78450775146
208334.59379339218
208344.61362028122
208341.22686576843
208340.67643022537
208334.465177536
208341.43685817719
