day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,110,150,16,61,3,5,17,46,1,1,9,43,0,7,6,39,0,6,16,61,3,5,17,46,1,1,-3805,0.0,75,5,0,80,0,0,0
1,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,10,52,0,0,11,42,0,0,-650,0.0,13,0,0,13,0,0,0
2,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,66,37,4,10,1,5,2,15,0,0,6,19,2,7,0,31,0,1,12,62,1,5,13,57,0,0,-2472,0.0,49,2,0,51,0,0,0
3,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,55,0,0,0,0,0,0,0,0,0,4,11,0,7,2,30,0,1,11,58,0,2,9,53,0,0,-2111,0.0,42,1,0,43,0,0,0
4,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,38,30,8,8,0,1,3,9,0,1,3,12,0,4,0,19,0,0,16,63,0,1,10,59,0,1,-4457,0.0,26,0,3157,26,0,0,0
5,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,10,63,11,19,1,6,8,18,0,0,0,7,0,2,0,1,0,0,23,37,1,6,13,42,0,0,-350,0.0,7,0,0,7,0,0,0
6,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,18,0,0,0,0,0,0,0,0,0,1,6,0,6,0,5,0,0,23,36,1,5,13,41,0,0,-1370,0.0,17,0,520,17,0,0,0
7,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,44,60,10,14,2,4,2,24,1,3,2,14,2,3,0,19,0,4,29,41,3,9,13,51,1,3,-1344,0.0,26,4,0,30,0,0,0
8,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,73,0,0,0,0,0,0,0,0,0,6,35,5,0,6,20,0,1,28,39,0,7,11,47,0,0,-3859,0.0,56,3,1026,59,0,0,0
9,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,54,43,10,12,1,2,1,16,0,1,7,16,0,7,1,19,0,4,31,45,1,6,8,58,0,1,-4356,0.0,37,0,2506,37,0,0,0
10,True,reg_7,request_scratch,cau100_afr0_asi0_7,regional_7,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,64,15,1,5,0,0,1,8,0,0,1,33,2,2,3,20,2,1,21,31,1,3,4,48,0,0,-2033,0.0,40,3,0,43,0,0,0
