day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,57,150,21,49,2,14,10,51,1,2,8,19,0,1,2,24,0,3,21,49,2,14,10,51,1,2,-2033,0.0,40,3,0,43,0,0,0
1,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,34,0,0,0,0,0,0,0,0,0,0,9,0,0,9,16,0,0,20,45,0,10,10,48,0,0,-1172,0.0,23,2,0,25,0,0,0
2,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,126,28,7,6,1,0,1,12,0,1,12,33,0,13,4,59,0,5,24,49,1,7,9,59,0,1,-4666,0.0,92,6,0,98,0,0,0
3,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,82,9,5,0,1,1,0,2,0,0,4,33,0,6,4,33,0,2,27,43,1,1,0,53,0,0,-3711,0.0,74,1,0,75,0,0,0
4,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,65,26,3,11,0,0,0,12,0,0,5,22,0,1,6,29,0,2,28,52,0,0,0,63,0,0,-8091,0.0,57,0,5241,57,0,0,0
5,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,27,66,7,24,1,6,4,23,1,0,3,3,0,2,6,13,0,0,22,41,1,6,4,49,1,0,-861,0.0,17,1,0,18,0,0,0
6,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,35,0,0,0,0,0,0,0,0,0,6,10,0,4,2,13,0,0,21,39,0,5,3,46,0,0,-1880,0.0,27,0,530,27,0,0,0
7,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,63,55,6,20,0,3,6,19,1,0,5,24,1,3,3,23,0,4,21,55,0,8,9,56,1,0,-2470,0.0,43,1,309,44,0,0,0
8,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,75,0,0,0,0,0,0,0,0,0,1,24,4,4,9,31,0,2,16,50,0,5,6,50,0,0,-3384,0.0,52,4,740,56,0,0,0
9,True,reg_12,request_scratch,cau100_afr0_asi0_12,regional_12,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,87,50,10,19,1,3,5,11,0,1,4,35,1,4,6,33,0,4,23,63,1,3,6,53,0,1,-7870,0.0,72,0,4270,72,0,0,0
