day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,71,150,31,51,2,7,11,43,0,5,3,34,0,7,3,22,0,2,31,51,2,7,11,43,0,5,-2422,0.0,48,2,0,50,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,44,0,0,0,0,0,0,0,0,0,1,25,0,1,4,11,0,2,29,45,0,0,7,42,0,4,-1872,0.0,37,2,0,39,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,113,30,3,15,0,1,2,9,0,0,10,44,0,13,6,31,3,6,32,59,0,1,9,48,0,1,-4461,0.0,89,1,0,90,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,99,0,0,0,0,0,0,0,0,0,5,45,0,2,4,37,2,4,25,53,0,0,5,43,0,0,-3961,0.0,79,1,0,80,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,56,44,9,17,0,3,1,14,0,0,2,16,0,3,4,27,2,2,29,66,0,3,1,51,0,0,-6390,0.0,44,1,4179,45,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,25,43,5,18,1,4,1,14,0,0,1,16,0,0,0,4,0,4,17,50,1,4,1,37,0,0,-850,0.0,17,0,0,17,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,22,11,1,3,0,1,2,4,0,0,0,9,0,2,4,7,0,0,18,51,0,1,2,41,0,0,-1174,0.0,14,0,474,14,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,53,55,11,20,0,3,2,15,1,3,0,14,2,6,2,27,0,2,26,58,0,3,3,47,1,3,-1961,0.0,39,1,0,40,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,66,0,0,0,0,0,0,0,0,0,1,31,0,8,4,19,0,3,24,55,0,0,0,45,0,3,-4577,0.0,55,1,1816,56,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,78,56,7,16,2,1,5,24,0,1,7,26,1,8,2,30,2,2,24,57,2,1,5,57,0,4,-5152,0.0,56,1,2341,57,0,0,0
10,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,75,0,0,0,0,0,0,0,0,0,2,17,2,19,8,25,0,2,17,39,1,0,3,43,0,0,-3321,0.0,61,1,260,62,0,0,0
11,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,57,61,9,25,0,0,4,23,0,0,2,15,2,6,9,19,0,4,22,61,0,0,7,60,0,0,-4315,0.0,47,1,1954,48,0,0,0
12,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,34,0,0,0,0,0,0,0,0,0,0,13,0,4,6,5,4,2,16,41,0,0,4,47,0,0,-1222,0.0,24,2,0,26,0,0,0
13,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,0.4,0.001,0.98,50,23,52,9,20,1,2,3,16,1,0,2,5,4,4,1,7,0,0,19,59,1,2,6,62,1,0,-1504,0.0,13,1,843,14,0,0,0
